algorithm,date,iteration,seed,size
RLS12,20210125175049_899,359,16115934498926498,12
RLS12,20210125175122_917,3264,16115934823224720,24
RLS12,20210125175123_824,13520,16115934816417698,24
RLS12,20210125175125_138,11087,16115934833362020,24
RLS12,20210125175130_575,30004,16115934851394660,24
RLS12,20210125175132_266,18469,16115934890185540,24
RLS12,20210125175133_07,31323,16115934874403450,24
RLS12,20210125175137_167,21746,16115934924115730,24
RLS12,20210125175141_105,13937,16115934994473490,24
RLS12,20210125175141_678,4619,16115935011524070,24
RLS12,20210125175143_801,13360,16115935020956640,24
RLS12,20210125181849_418,4323,16115951272756482,24
RLS12,20210125181852_804,17176,16115951298040510,24
RLS12,20210125181855_701,11648,16115951336999208,24
RLS12,20210125181857_173,8409,16115951357016260,24
RLS12,20210125181858_915,24763,16115951345793560,24
RLS12,20210125181859_113,8826,16115951375627220,24
RLS12,20210125181900_556,9216,16115951389760050,24
RLS12,20210125181901_862,4498,16115951409223120,24
RLS12,20210125181902_456,9148,16115951405570682,24
RLS12,20210125181904_061,19365,16115951408011392,24
RLS12,20210125183605_127,863,16115961633481060,12
RLS12,20210125183606_157,2686,16115961660294880,12
RLS12,20210125183607_123,642,16115961670937700,12
RLS12,20210125183608_195,1946,16115961680497570,12
RLS12,20210125183609_686,4518,16115961688501210,24
RLS12,20210125183609_792,596,16115961697567390,12
RLS12,20210125183617_02,545,16115961769873430,12
RLS12,20210125183617_913,12875,16115961754374060,24
RLS12,20210125183618_194,8543,16115961765689270,24
RLS12,20210125183619_195,283,16115961791797030,12
RLS12,20210125183620_543,22532,16115961770377988,24
RLS12,20210125183620_558,1593,16115961804997612,12
RLS12,20210125183622_697,27654,16115961805437190,24
RLS12,20210125183622_887,9870,16115961821565310,24
RLS12,20210125183623_253,1303,16115961832250140,12
RLS12,20210125183624_192,20981,16115961827126870,24
RLS12,20210125183624_874,662,16115961848583590,12
RLS12,20210125183625_567,17724,16115961841933940,24
RLS12,20210125183626_8,23735,16115961855679110,24
RLS12,20210125183627_494,8488,16115961869176720,24
RLS12,20210125184420_854,1208,16115966604045000,10
RLS12,20210125184424_362,2857,16115966641206250,10
RLS12,20210125184426_605,4722,16115966661828548,10
RLS12,20210125184426_608,48,16115966666063030,12
RLS12,20210125184426_703,1832,16115966666087670,8
RLS12,20210125184427_122,2747,16115966668423290,10
RLS12,20210125184427_98,712,16115966678749540,12
RLS12,20210125184428_673,446,16115966686532230,12
RLS12,20210125184432_554,12862,16115966699767590,24
RLS12,20210125184436_954,526,16115966769263750,12
RLS12,20210125184444_382,12335,16115966818412850,24
RLS12,20210125184452_63,1186,16115966925612560,12
RLS12,20210125184452_647,289,16115966926311140,8
RLS12,20210125184452_694,714,16115966926479140,8
RLS12,20210125184452_765,22559,16115966886096448,24
RLS12,20210125184455_52,17494,16115966931892710,24
RLS12,20210125184519_01,120810,16115966828371192,36
RLS12,20210125184520_756,101040,16115966927194210,36
RLS12,20210125184523_231,98592,16115966955704120,36
RLS12,20210125184543_532,41610,16115967271601870,36
RLS12,20210125184543_936,18605,16115967408259612,24
RLS12,20210125184547_595,1411,16115967475594140,8
RLS12,20210125184548_05,951,16115967480263482,8
RLS12,20210125184610_122,44616,16115967631724380,36
RLS12,20210125184615_226,6376,16115967750187010,10
RLS12,20210125190030_578,772,16115976287044210,12

RLS12,20210125190031_833,2266,16115976316998538,12
RLS12,20210125190037_722,23055,16115976333976910,24
RLS12,20210125190038_328,6115,16115976377230310,10
RLS12,20210125190047_659,1858,16115976474122830,10
RLS12,20210125190050_202,1499,16115976501102650,8
RLS12,20210125190050_369,2546,16115976502034460,8
RLS12,20210125190050_692,2652,16115976503698700,10
RLS12,20210125190051_645,501,16115976515191130,8
RLS12,20210125190051_946,2172,16115976516462360,10
RLS12,20210125190052_099,1651,16115976519470500,8
RLS12,20210125190118_445,64327,16115976506928280,36
RLS12,20210125190121_34,69197,16115976521263020,36
RLS12,20210125190121_367,543,16115976813406760,12
RLS12,20210125190122_129,16176,16115976793064230,24
RLS12,20210125190123_678,7160,16115976824014298,24
RLS12,20210125190123_781,699,16115976836793700,12
RLS12,20210125190132_634,39587,16115976813677990,36
RLS12,20210125190147_005,4214,16115977066990540,10
RLS12,20210125190158_651,69936,16115977085161350,36
RLS12,20210125190200_16,18037,16115977186518380,24
RLS12,20210125190211_806,15494,16115977294882988,24
RLS12,20210125190214_439,77176,16115977214907870,36
RLS12,20210125190214_766,1540,16115977347289268,8
RLS12,20210125212755_564,84048,16116064382912310,36
RLS12,20210125212835_574,137049,16116064382912340,60
RLS12,20210125212920_746,93620,16116065233717780,36
RLS12,20210125212924_372,163199,16116064755660638,60
RLS12,20210125213149_96,93827,16116066753471950,40
RLS12,20210125213307_284,114781,16116067099617760,48
RLS12,20210125213311_426,271641,16116066436014760,60
RLS12,20210125213354_277,393972,16116065643729010,48
RLS12,20210125213416_908,65084,16116068342782000,40
RLS12,20210125213842_368,209593,16116070128740448,60
RLS12,20210125213926_725,237578,16116070363363040,60
RLS12,20210125213940_419,36948,16116071655685200,40
RLS12,20210125214200_001,191935,16116071804202160,48
RLS12,20210125214422_64,333005,16116072717191890,60
RLS12,20210125214656_129,56531,16116075971995252,40
RLS12,20210125214656_566,436348,16116073200026600,48
RLS12,20210125214711_305,35303,16116076165670240,40
RLS12,20210125214837_758,144056,16116076368112960,60
RLS12,20210125214918_01,75431,16116077401376368,40
RLS12,20210125215053_14,82740,16116078296283730,36
RLS12,20210125215532_885,215043,16116080432129120,48
RLS12,20210126104612_032,81994,16116543376461192,36
RLS12,20210201202752_631,65729,16122076650111498,36
RLS12,20210201203430_372,20127,16122080692691950,24
RLS12,20210201203455_407,153008,16122080703746500,48
RLS12,20210201203821_424,783567,16122081160673922,60
