algorithm,date,iteration,seed,size
ea1p1,20210114095021_601,18534,16106142215730780,1000
ea1p1,20210125174359_174,112,16115930363695360,12
ea1p1,20210125174400_232,1040,16115930402114210,12
ea1p1,20210125174400_324,691,16115930403119710,12
ea1p1,20210125175049_493,1406,16115934493377480,12
ea1p1,20210125175049_57,273,16115934495456000,12
ea1p1,20210125175049_574,519,16115934494993680,12
ea1p1,20210125175049_648,2839,16115934495390610,12
ea1p1,20210125175049_651,3531,16115934495164600,12
ea1p1,20210125175049_695,509,16115934496786490,12
ea1p1,20210125175049_756,4859,16115934495712640,12
ea1p1,20210125175049_76,2115,16115934496957440,12
ea1p1,20210125175049_764,1320,16115934497152500,12
ea1p1,20210125175049_792,1125,16115934497516590,12
ea1p1,20210125175049_795,564,16115934497804050,12
ea1p1,20210125175049_91,666,16115934499000830,12
ea1p1,20210125175049_939,1033,16115934499244558,12
ea1p1,20210125175118_799,3731,16115934783005070,24
ea1p1,20210125175119_163,2524,16115934788023010,24
ea1p1,20210125175120_507,19488,16115934783005040,24
ea1p1,20210125175121_01,5630,16115934802373372,24
ea1p1,20210125175121_641,18592,16115934794859130,24
ea1p1,20210125175123_307,2835,16115934829184142,24
ea1p1,20210125175123_335,1562,16115934831080740,24
ea1p1,20210125175124_198,28277,16115934810104670,24
ea1p1,20210125175126_938,5582,16115934861223170,24
ea1p1,20210125175130_97,2525,16115934905764030,24
ea1p1,20210125175132_411,6482,16115934916188828,24
ea1p1,20210125175133_285,7639,16115934922664860,24
ea1p1,20210125175136_92,22212,16115934930710690,24
ea1p1,20210125175136_99,21165,16115934932855690,24
ea1p1,20210125175138_671,11806,16115934971682840,24
ea1p1,20210125175141_584,25188,16115934993634902,24
ea1p1,20210125175141_694,1120,16115935015848480,24
ea1p1,20210125175142_043,3082,16115935017018260,24
ea1p1,20210125175143_908,1991,16115935037931262,24
ea1p1,20210125175144_22,5614,16115935039089000,24
ea1p1,20210125181849_0,666,16115951272562140,24
24
ea1p1,20210125181849_961,1192,16115951298040510,24
ea1p1,20210125181850_892,7698,16115951298040510,24
ea1p1,20210125181851_636,14586,16115951299619940,24
ea1p1,20210125181852_825,27165,16115951298040510,24
ea1p1,20210125181856_85,12930,16115951353558620,24
ea1p1,20210125181857_129,4129,16115951365601310,24
ea1p1,20210125181857_562,3954,16115951371296680,24
ea1p1,20210125181857_821,6665,16115951368504788,24
ea1p1,20210125181858_385,11127,16115951371739660,24
ea1p1,20210125181859_703,4322,16115951391141750,24
ea1p1,20210125181900_186,3126,16115951397041290,24
ea1p1,20210125181900_8,601,16115951406750122,24
ea1p1,20210125181903_702,13251,16115951424572000,24
ea1p1,20210125181904_064,3198,16115951437031210,24
ea1p1,20210125181904_14,23911,16115951418629280,24
ea1p1,20210125181904_283,1749,16115951441411980,24
ea1p1,20210125181905_207,32132,16115951440648160,24
ea1p1,20210125183605_108,23,16115961634034380,12
ea1p1,20210125183606_356,720,16115961662855502,12
ea1p1,20210125183606_492,1118,16115961663570900,24
ea1p1,20210125183606_874,2618,16115961664929480,24
ea1p1,20210125183607_093,3857,16115961669257700,12
ea1p1,20210125183607_138,401,16115961671234100,12
ea1p1,20210125183607_168,679,16115961671387488,12
ea1p1,20210125183607_289,34553,16115961634054220,24
ea1p1,20210125183608_201,143,16115961681960650,12
ea1p1,20210125183608_602,703,16115961685758560,12
ea1p1,20210125183608_804,1634,16115961686030620,24
ea1p1,20210125183609_043,15934,16115961672898490,24
ea1p1,20210125183611_517,4731,16115961706567550,24
ea1p1,20210125183611_764,14804,16115961697931120,24
ea1p1,20210125183612_433,3260,16115961717650970,24
ea1p1,20210125183612_476,630,16115961724341112,12
ea1p1,20210125183612_566,1733,16115961724768870,12
ea1p1,20210125183613_992,6200,16115961725669990,24
ea1p1,20210125183614_127,15846,16115961715178450,24
ea1p1,20210125183615_436,60962,16115961671692110,24
ea1p1,20210125183616_0,9401,16115961748426772,24
ea1p1,20210125183616_568,1075,16115961764763090,12
ea1p1,20210125183617_037,241,16115961770215690,12
ea1p1,20210125183618_069,16509,16115961760010260,24
ea1p1,20210125183618_306,3188,16115961781954510,12
ea1p1,20210125183618_362,1536,16115961783068500,12
ea1p1,20210125183619_127,6461,16115961783624452,24
ea1p1,20210125183619_417,1866,16115961793754448,12
ea1p1,20210125183619_45,1449,16115961794175250,12
ea1p1,20210125183620_499,12824,16115961794513800,24
ea1p1,20210125183620_595,1656,16115961805590480,12
ea1p1,20210125183621_785,50209,16115961780705610,24
ea1p1,20210125183621_79,225,16115961817863800,12
ea1p1,20210125183622_156,5602,16115961817916150,24
ea1p1,20210125183622_712,797,16115961826979812,12
ea1p1,20210125183623_224,5274,16115961828877730,24
ea1p1,20210125183625_152,3907,16115961848755040,24
ea1p1,20210125183626_917,2413,16115961868011898,24
ea1p1,20210125183627_502,507,16115961874949018,12
ea1p1,20210125183627_507,268,16115961875032020,12
ea1p1,20210125184420_679,3042,16115966604044730,24
ea1p1,20210125184421_466,3353,16115966608585250,24
ea1p1,20210125184421_549,5112,16115966606809930,24
ea1p1,20210125184422_39,6426,16115966604045420,36
ea1p1,20210125184423_778,7395,16115966614667010,36
ea1p1,20210125184424_12,6183,16115966632154420,24
ea1p1,20210125184424_141,2338,16115966637799758,24
ea1p1,20210125184424_401,1040,16115966643626310,8
ea1p1,20210125184425_877,9686,16115966651304540,10
ea1p1,20210125184426_182,4775,16115966658783268,10
ea1p1,20210125184426_776,40213,16115966644021152,10
ea1p1,20210125184427_345,9596,16115966667766380,10
ea1p1,20210125184427_562,3644,16115966671234030,24
ea1p1,20210125184427_874,8775,16115966673459762,10
ea1p1,20210125184428_621,1938,16115966685338430,8
ea1p1,20210125184428_638,403,16115966686217970,12
ea1p1,20210125184428_652,354,16115966686386190,12
ea1p1,20210125184429_976,17126,16115966685897830,10
ea1p1,20210125184432_76,1647,16115966725547060,24
ea1p1,20210125184433_277,5312,16115966727613240,10
ea1p1,20210125184434_243,44847,16115966686737580,24
ea1p1,20210125184436_925,28556,16115966676329070,36
ea1p1,20210125184437_041,2582,16115966769544750,12
ea1p1,20210125184441_84,24047,16115966742440910,36
ea1p1,20210125184442_565,46132,16115966770422520,24
ea1p1,20210125184442_836,223,16115966828257400,12
ea1p1,20210125184448_374,252,16115966883656250,12
ea1p1,20210125184448_403,589,16115966883748660,8
ea1p1,20210125184448_529,3403,16115966884043118,8
ea1p1,20210125184452_062,43657,16115966810616190,36
ea1p1,20210125184452_082,527,16115966920635310,12
ea1p1,20210125184452_291,3971,16115966920827342,8
ea1p1,20210125184452_56,4847,16115966922921190,8
ea1p1,20210125184452_718,693,16115966926944380,12
ea1p1,20210125184453_188,502,16115966931698440,12
ea1p1,20210125184455_543,971,16115966955216880,12
ea1p1,20210125184455_569,731,16115966955439560,8
ea1p1,20210125184519_094,2324,16115967190107980,8
ea1p1,20210125184522_096,16807,16115967208244970,10
ea1p1,20210125184527_159,18042,16115967220971930,36
ea1p1,20210125184540_825,72156,16115967232316520,36
ea1p1,20210125184543_967,864,16115967439368360,12
ea1p1,20210125184548_019,10741,16115967475964292,10
ea1p1,20210125184550_64,66125,16115967435329608,36
ea1p1,20210125184551_018,13618,16115967506412858,10
ea1p1,20210125184556_081,85948,16115967480511330,36
ea1p1,20210125184603_171,22297,16115967620320600,24
ea1p1,20210125184610_241,142498,16115967560823030,36
ea1p1,20210125184610_278,954,16115967702596620,8
ea1p1,20210125184615_281,2957,16115967752268060,8
ea1p1,20210125190030_598,2241,16115976286168110,12
ea1p1,20210125190031_421,1775,16115976313879650,8
ea1p1,20210125190031_463,367,16115976313879650,12
ea1p1,20210125190031_699,5574,16115976313879650,10
ea1p1,20210125190032_952,16894,16115976313879650,10
ea1p1,20210125190033_372,127,16115976333687210,12
ea1p1,20210125190033_397,2968,16115976329533960,24
ea1p1,20210125190035_061,10128,16115976318341570,36
ea1p1,20210125190035_912,7154,16115976350620320,24
ea1p1,20210125190036_057,2093,16115976359132820,8
ea1p1,20210125190046_551,21910,16115976383294290,36
ea1p1,20210125190047_411,13233,16115976465525840,10
ea1p1,20210125190047_697,1053,16115976476601910,12
ea1p1,20210125190047_747,1025,16115976476980160,12
ea1p1,20210125190048_553,57643,16115976333733060,36
ea1p1,20210125190051_518,76235,16115976314642450,36
ea1p1,20210125190052_125,559,16115976521000100,12
ea1p1,20210125190100_196,4922,16115976596239350,10
ea1p1,20210125190100_689,4856,16115976601976040,10
ea1p1,20210125190101_229,7171,16115976606897110,10
ea1p1,20210125190102_99,18713,16115976612301400,10
ea1p1,20210125190103_333,2299,16115976629907320,24
ea1p1,20210125190103_517,2289,16115976633342050,8
ea1p1,20210125190108_812,16369,16115976662168760,24
ea1p1,20210125190108_979,3254,16115976688126572,8
ea1p1,20210125190110_383,6398,16115976694188930,24
ea1p1,20210125190116_737,4325,16115976764528690,8
ea1p1,20210125190116_872,3163,16115976767391068,8
ea1p1,20210125190116_946,182,16115976769380970,12
ea1p1,20210125190118_313,11302,16115976775085868,10
ea1p1,20210125190119_305,8569,16115976783143510,24
ea1p1,20210125190122_133,75,16115976821301510,12
ea1p1,20210125190122_4,1887,16115976823052248,8
ea1p1,20210125190125_197,23314,16115976784471890,36
ea1p1,20210125190135_989,13143,16115976926347370,36
ea1p1,20210125190136_184,3398,16115976959895480,8
ea1p1,20210125190146_42,35148,16115977033649490,24
ea1p1,20210125190146_623,3503,16115977064212740,10
ea1p1,20210125190148_515,9531,16115977072769280,36
ea1p1,20210125190201_49,5530,16115977211355910,24
ea1p1,20210125190203_582,232663,16115976961854370,36
ea1p1,20210125190209_452,59546,16115977235824950,36
ea1p1,20210125190209_487,2125,16115977294529970,8
ea1p1,20210125190213_964,32502,16115977320959410,24
ea1p1,20210125190214_445,342,16115977344398910,12
ea1p1,20210125190214_591,2150,16115977344460910,24
ea1p1,20210125190224_295,152942,16115977346282990,36
ea1p1,20210125190224_327,2595,16115977442973740,8
ea1p1,20210125190224_761,14250,16115977443434780,10
ea1p1,20210125190224_811,2546,16115977447824560,12
ea1p1,20210125212736_479,64368,16116064382912240,36
ea1p1,20210125212843_371,276329,16116064564810550,40
ea1p1,20210125213115_346,627173,16116064595047000,60
ea1p1,20210125213552_662,188546,16116069051245800,40
ea1p1,20210125213652_872,506040,16116067914276180,48
ea1p1,20210125213716_335,826970,16116066520932780,60
ea1p1,20210125213811_308,410725,16116069526635470,60
ea1p1,20210125213925_562,237269,16116070913095170,40
ea1p1,20210125214000_47,18851,16116071935361170,36
ea1p1,20210125214001_893,4209,16116072004718530,36
ea1p1,20210125214111_717,216558,16116072018944120,40
ea1p1,20210125214259_696,556252,16116071223700668,48
ea1p1,20210125214704_517,15845,16116076161301510,48
ea1p1,20210125214710_817,11563,16116076245183980,36
ea1p1,20210125214716_81,14521,16116076313070760,36
ea1p1,20210125214801_414,443443,16116074742263032,60
ea1p1,20210125214833_368,304801,16116076308213850,36
ea1p1,20210125214900_131,114983,16116077177595130,36
ea1p1,20210125215005_933,121709,16116077713716300,48
ea1p1,20210125215029_627,57217,16116078059351038,48
ea1p1,20210125215208_06,760866,16116076814179700,60
ea1p1,20210125215210_131,9846,16116079280614030,36
ea1p1,20210125215257_601,574112,16116078531413400,60
ea1p1,20210125215300_454,328183,16116078955384500,48
ea1p1,20210125215329_978,94488,16116079953481210,36
ea1p1,20210125215338_983,274764,16116079804553340,40
ea1p1,20210125215403_212,71977,16116080189834710,48
ea1p1,20210125215521_611,592803,16116080099787710,40
ea1p1,20210125215528_738,41523,16116081216375260,36
ea1p1,20210126104542_255,23726,16116543376151860,24
ea1p1,20210126104958_57,481605,16116543689141040,48
ea1p1,20210126105126_671,484689,16116543431649130,60
ea1p1,20210126174644_781,22,16116796047813570,"(10, 20)"
ea1p1,20210126174820_87,7,16116797008701640,"(10, 20)"
ea1p1,20210126175004_904,20,16116798049046230,"(10, 20)"
ea1p1,20210126175032_147,10,16116798321475610,"(10, 20)"
ea1p1,20210126175054_873,37,16116798548734200,"(10, 10)"
ea1p1,20210126175054_874,7,16116798548744810,"(10, 10)"
ea1p1,20210126175330_903,5,16116800109037730,"(10, 10)"
ea1p1,20210126175407_633,7,16116800476336820,"(10, 10)"
ea1p1,20210126175442_835,1,16116800828357790,"(10, 10)"
ea1p1,20210126175836_854,3,16116803168542370,"(10, 10)"
ea1p1,20210126175932_906,6,16116803729057090,"(9, 10)"
ea1p1,20210126180134_74,3,16116804946853140,"(10, 10)"
ea1p1,20210126180138_802,1,16116804988025070,"(10, 10)"
ea1p1,20210126180142_448,3,16116805024482660,"(10, 10)"
ea1p1,20210126180151_323,2,16116805113235280,"(10, 20)"
ea1p1,20210126180312_322,10,16116805923209910,"(10, 20)"
ea1p1,20210126180332_679,5,16116806126789380,"(10, 20)"
ea1p1,20210126180831_389,4,16116809113891302,"(10, 20)"
ea1p1,20210126180831_409,32,16116809114064310,"(10, 20)"
ea1p1,20210126180831_414,25,16116809114120000,"(10, 20)"
ea1p1,20210126180831_418,27,16116809114162760,"(10, 20)"
ea1p1,20210126180831_428,63,16116809114200510,"(10, 20)"
ea1p1,20210126180856_17,33,16116809361675900,"(20, 40)"
ea1p1,20210126180856_179,32,16116809361729168,"(20, 40)"
ea1p1,20210126180856_187,64,16116809361804700,"(20, 40)"
ea1p1,20210126180856_204,125,16116809361917370,"(20, 40)"
ea1p1,20210126180856_211,23,16116809362088260,"(20, 40)"
ea1p1,20210126180918_637,73,16116809586299118,"(20, 60)"
ea1p1,20210126180929_295,481,16116809692364390,"(20, 60)"
ea1p1,20210126180929_302,53,16116809692966030,"(20, 60)"
ea1p1,20210126180929_412,678,16116809693323410,"(20, 60)"
ea1p1,20210126180929_459,269,16116809694252160,"(20, 60)"
ea1p1,20210126181133_347,119,16116810933338080,"(30, 60)"
ea1p1,20210126181133_354,20,16116810933527070,"(20, 40)"
ea1p1,20210126181218_228,171,16116811382108690,"(40, 80)"
ea1p1,20210126181218_277,335,16116811382368670,"(30, 60)"
ea1p1,20210126181218_286,75,16116811382789960,"(20, 40)"
ea1p1,20210126181218_301,14,16116811382999598,"(35, 70)"
ea1p1,20210126181218_306,40,16116811383026618,"(25, 50)"
ea1p1,20210126183051_178,325,16116822511367890,"(30, 120)"
ea1p1,20210126183106_367,107966,16116822512412440,"(25, 100)"
ea1p1,20210126183106_393,169,16116822663692290,"(35, 140)"
ea1p1,20210126183106_611,1406,16116822664050080,"(30, 120)"
ea1p1,20210126183108_015,7054,16116822669205210,"(40, 160)"
ea1p1,20210126183214_373,186,16116823343697440,"(30, 90)"
ea1p1,20210126183214_426,387,16116823344196100,"(40, 120)"
ea1p1,20210126183214_436,290,16116823344336800,"(20, 60)"
ea1p1,20210126183214_45,620,16116823344427380,"(25, 75)"
ea1p1,20210126183214_496,406,16116823344871170,"(40, 120)"
ea1p1,20210126183214_874,133,16116823348726750,"(35, 105)"
ea1p1,20210126183214_884,220,16116823348816390,"(30, 90)"
ea1p1,20210126183214_906,514,16116823348958740,"(35, 105)"
ea1p1,20210126183214_909,54,16116823349081590,"(20, 60)"
ea1p1,20210126183214_928,16,16116823349282460,"(20, 60)"
ea1p1,20210126183214_934,140,16116823349328812,"(35, 105)"
ea1p1,20210126183214_964,95,16116823349629372,"(25, 75)"
ea1p1,20210126183214_969,199,16116823349655818,"(35, 105)"
ea1p1,20210126183214_976,120,16116823349752740,"(20, 60)"
ea1p1,20210126183214_984,159,16116823349813660,"(40, 120)"
ea1p1,20210126183214_991,156,16116823349888452,"(25, 75)"
ea1p1,20210126183215_013,410,16116823350023250,"(40, 120)"
ea1p1,20210126183215_03,227,16116823350279270,"(20, 60)"
ea1p1,20210126183215_049,57,16116823350490280,"(30, 90)"
ea1p1,20210126183215_068,154,16116823350663280,"(30, 90)"
ea1p1,20210126183215_082,104,16116823350806970,"(40, 120)"
ea1p1,20210126183215_176,409,16116823351679348,"(35, 105)"
ea1p1,20210126183215_189,1021,16116823351772150,"(25, 75)"
ea1p1,20210126183215_197,66,16116823351965380,"(30, 90)"
ea1p1,20210126183215_21,15,16116823352103350,"(25, 75)"
ea1p1,20210126183225_268,102,16116823452674310,"(20, 60)"
ea1p1,20210126183225_27,152,16116823452695940,"(20, 60)"
ea1p1,20210126183225_273,210,16116823452716350,"(25, 75)"
ea1p1,20210126183225_282,360,16116823452744320,"(35, 105)"
ea1p1,20210126183225_314,118,16116823453124690,"(35, 105)"
ea1p1,20210126183225_34,78,16116823453391830,"(30, 90)"
ea1p1,20210126183228_333,192,16116823483297492,"(35, 105)"
ea1p1,20210126183228_337,236,16116823483346040,"(20, 60)"
ea1p1,20210126183228_642,36371,16116823483441000,"(20, 60)"
ea1p1,20210126183228_643,87,16116823486431780,"(25, 75)"
ea1p1,20210126183240_618,265,16116823606141610,"(25, 75)"
ea1p1,20210126183240_625,133,16116823606234660,"(30, 90)"
ea1p1,20210126183240_629,169,16116823606263890,"(40, 120)"
ea1p1,20210126183240_643,590,16116823606302510,"(40, 120)"
ea1p1,20210126183240_656,201,16116823606528640,"(20, 60)"
ea1p1,20210126183240_671,353,16116823606601130,"(60, 180)"
ea1p1,20210126183240_679,395,16116823606737260,"(35, 105)"
ea1p1,20210126183240_729,1551,16116823606850230,"(60, 180)"
ea1p1,20210126183240_734,187,16116823607304248,"(40, 120)"
ea1p1,20210126183240_753,426,16116823607412460,"(60, 180)"
ea1p1,20210126183240_94,623,16116823609299230,"(40, 120)"
ea1p1,20210126183240_977,599,16116823609571850,"(60, 180)"
ea1p1,20210126183240_984,290,16116823609789190,"(35, 105)"
ea1p1,20210126183241_006,104,16116823610047910,"(30, 90)"
ea1p1,20210126183241_01,145,16116823610075280,"(25, 75)"
ea1p1,20210126183241_083,446,16116823610727510,"(60, 180)"
ea1p1,20210126183241_094,270,16116823610883738,"(40, 120)"
ea1p1,20210126183241_112,269,16116823611073470,"(25, 75)"
ea1p1,20210126183241_162,70,16116823611609818,"(20, 60)"
ea1p1,20210126183241_174,170,16116823611717710,"(20, 60)"
ea1p1,20210126183241_195,114,16116823611933802,"(20, 60)"
ea1p1,20210126183241_203,20,16116823612024780,"(25, 75)"
ea1p1,20210126183241_232,199,16116823612288820,"(20, 60)"
ea1p1,20210126183241_254,268,16116823612473890,"(35, 105)"
ea1p1,20210126183241_261,104,16116823612590970,"(35, 105)"
ea1p1,20210126183241_271,282,16116823612656190,"(25, 75)"
ea1p1,20210126183241_289,181,16116823612866570,"(30, 90)"
ea1p1,20210126183241_302,174,16116823612976720,"(40, 120)"
ea1p1,20210126183241_307,171,16116823613043600,"(30, 90)"
ea1p1,20210126183241_311,169,16116823613091700,"(20, 60)"
ea1p1,20210126183241_319,80,16116823613180370,"(30, 90)"
ea1p1,20210126183241_326,121,16116823613231670,"(40, 120)"
ea1p1,20210126183241_342,174,16116823613381460,"(40, 120)"
ea1p1,20210126183241_365,681,16116823613467482,"(40, 120)"
ea1p1,20210126183241_369,143,16116823613663010,"(25, 75)"
ea1p1,20210126183241_479,1301,16116823614464980,"(40, 120)"
ea1p1,20210126183241_688,299,16116823616840690,"(20, 60)"
ea1p1,20210126183241_703,698,16116823616896430,"(35, 105)"
ea1p1,20210126183241_736,565,16116823617180920,"(60, 180)"
ea1p1,20210126183241_944,156,16116823619419520,"(25, 75)"
ea1p1,20210126183241_962,119,16116823619586390,"(60, 180)"
ea1p1,20210126183241_966,198,16116823619632720,"(35, 105)"
ea1p1,20210126183242_1,286,16116823620943760,"(30, 90)"
ea1p1,20210126183242_106,258,16116823621019890,"(20, 60)"
ea1p1,20210126183242_131,589,16116823621214170,"(35, 105)"
ea1p1,20210126183242_166,1075,16116823621523560,"(20, 60)"
ea1p1,20210126183242_192,695,16116823621813660,"(30, 90)"
ea1p1,20210126183242_296,1202,16116823622627922,"(60, 180)"
ea1p1,20210126183242_316,329,16116823623110320,"(35, 105)"
ea1p1,20210126183242_325,118,16116823623237350,"(25, 75)"
ea1p1,20210126183242_351,836,16116823623263400,"(60, 180)"
ea1p1,20210126183242_388,62,16116823623882452,"(25, 75)"
ea1p1,20210126183242_406,485,16116823623897350,"(60, 180)"
ea1p1,20210126183242_451,358,16116823624454228,"(30, 90)"
ea1p1,20210126183254_45,228,16116823744454100,"(35, 105)"
ea1p1,20210126183254_471,123,16116823744702220,"(20, 60)"
ea1p1,20210126183254_474,73,16116823744724610,"(35, 105)"
ea1p1,20210126183254_638,155,16116823746363360,"(25, 75)"
ea1p1,20210126183254_655,1068,16116823746395580,"(30, 90)"
ea1p1,20210126183254_671,271,16116823746679370,"(30, 90)"
ea1p1,20210126183309_008,1907,16116823889358820,"(100, 300)"
ea1p1,20210126183309_14,3385,16116823890095780,"(100, 300)"
ea1p1,20210126183309_87,823,16116823898358790,"(100, 300)"
ea1p1,20210126183310_357,5397,16116823901728280,"(100, 300)"
ea1p1,20210126183310_464,1082,16116823903886210,"(200, 600)"
ea1p1,20210126183310_665,3039,16116823904654840,"(200, 600)"
ea1p1,20210126183310_812,3255,16116823906665530,"(100, 300)"
ea1p1,20210126183310_932,2530,16116823908427780,"(100, 300)"
ea1p1,20210126183311_07,2610,16116823909756650,"(100, 300)"
ea1p1,20210126183311_396,3999,16116823912226110,"(100, 300)"
ea1p1,20210126183313_156,7990,16116823924845800,"(200, 600)"
ea1p1,20210126183313_59,3725,16116823932492458,"(200, 600)"
ea1p1,20210126183315_301,3188,16116823950788040,"(200, 600)"
ea1p1,20210126183315_487,2727,16116823953022060,"(200, 600)"
ea1p1,20210126183315_786,3162,16116823955352850,"(200, 600)"
ea1p1,20210126183316_337,3997,16116823961984388,"(100, 300)"
ea1p1,20210126183434_03,1748,16116824738985520,"(200, 600)"
ea1p1,20210126183451_422,1195,16116824913442230,"(200, 400)"
ea1p1,20210126183451_629,3611,16116824914240710,"(200, 400)"
ea1p1,20210126183451_654,943,16116824916308380,"(100, 200)"
ea1p1,20210126183452_042,691,16116824920199230,"(100, 200)"
ea1p1,20210126183452_12,1063,16116824920666730,"(200, 400)"
ea1p1,20210126183452_144,833,16116824921214280,"(100, 200)"
ea1p1,20210126183452_227,637,16116824922047550,"(100, 200)"
ea1p1,20210126183452_392,1807,16116824923029320,"(200, 400)"
ea1p1,20210126183452_835,3067,16116824926855250,"(200, 400)"
ea1p1,20210126183453_142,999,16116824931168600,"(100, 200)"
ea1p1,20210126183453_225,1493,16116824931437510,"(200, 400)"
ea1p1,20210126183453_263,437,16116824932540200,"(100, 200)"
ea1p1,20210126183453_372,1239,16116824933137478,"(200, 400)"
ea1p1,20210126183453_829,1110,16116824937733690,"(200, 400)"
ea1p1,20210126183453_843,403,16116824938305940,"(100, 200)"
ea1p1,20210126183453_914,889,16116824938632100,"(200, 400)"
ea1p1,20210126183453_945,1212,16116824939151430,"(100, 200)"
ea1p1,20210126183454_117,332,16116824941087540,"(100, 200)"
ea1p1,20210126183454_269,695,16116824942493140,"(100, 200)"
ea1p1,20210126183454_362,1786,16116824942704452,"(200, 400)"
ea1p1,20210126183917_758,430,16116827577411100,"(50, 250)"
ea1p1,20210126184100_242,2220,16116828601466550,"(60, 300)"
ea1p1,20210126184100_448,2173,16116828603461110,"(50, 250)"
ea1p1,20210126184100_568,2168,16116828604850610,"(50, 250)"
ea1p1,20210126184100_646,1545,16116828605696470,"(60, 300)"
ea1p1,20210126184147_524,1739,16116829074591010,"(60, 300)"
ea1p1,20210126184402_045,1663,16116830419738650,"(60, 240)"
ea1p1,20210126192034_394,3,16116852343939940,"(10, 20)"
ea1p1,20210126192034_395,19,16116852343951362,"(10, 20)"
ea1p1,20210126192034_396,9,16116852343959470,"(10, 20)"
ea1p1,20210126192034_396,20,16116852343965560,"(10, 10)"
ea1p1,20210126192034_399,18,16116852343991510,"(10, 20)"
ea1p1,20210126192034_401,9,16116852344017510,"(10, 20)"
ea1p1,20210126192034_403,7,16116852344031170,"(10, 20)"
ea1p1,20210126192034_403,6,16116852344037700,"(10, 20)"
ea1p1,20210126192034_404,2,16116852344043870,"(10, 20)"
ea1p1,20210126192034_434,8,16116852344343690,"(10, 20)"
ea1p1,20210126192036_676,32,16116852366766490,"(10, 20)"
ea1p1,20210126192036_677,20,16116852366774960,"(10, 20)"
ea1p1,20210126192036_678,32,16116852366781330,"(10, 20)"
ea1p1,20210126192036_678,13,16116852366787450,"(10, 20)"
ea1p1,20210126192036_679,4,16116852366798090,"(10, 20)"
ea1p1,20210126192036_68,39,16116852366802040,"(10, 10)"
ea1p1,20210126192036_681,11,16116852366813310,"(10, 20)"
ea1p1,20210126192036_681,12,16116852366819060,"(10, 20)"
ea1p1,20210126193920_846,83,16116863608454440,"(10, 20)"
ea1p1,20210126193921_394,9,16116863613940490,"(10, 20)"
ea1p1,20210128144322_834,53530,16118414013379410,51
ea1p1,20210128144335_748,174334,16118414118443050,51
ea1p1,20210128144536_171,80063,16118415343829082,51
ea1p1,20210128145745_256,47061,16118422640379320,51
ea1p1,20210128145859_68,72930,16118423381137540,51
ea1p1,20210128150023_29,18719,16118424228977900,51
ea1p1,20210128150036_667,66895,16118424352539280,51
ea1p1,20210128150037_509,38877,16118424366686700,51
ea1p1,20210128150038_075,27732,16118424375104250,51
ea1p1,20210201203002_892,272818,16122077719173542,48
ea1p1,20210201203047_848,43320,16122078405987420,48
ea1p1,20210201203050_437,18345,16122078478511382,36
ea1p1,20210201203228_664,579680,16122078504380150,60
ea1p1,20210201203229_335,12555,16122079487186648,24
ea1p1,20210201203245_153,228929,16122079493365360,36
ea1p1,20210201203429_142,4595,16122080687098840,24
ea1p1,20210201203505_567,45406,16122080954091598,60
