R,algorithm,date,iteration,seed,size,λ
10,ea1pλSASD,20201204144337_36,148,16070894173487850,100,10
10,ea1pλSASD,20201204144337_369,91,16070894173614870,100,10
10,ea1pλSASD,20201204144337_374,190,16070894173606948,100,10
10,ea1pλSASD,20201204144337_375,458,16070894173381950,100,10
10,ea1pλSASD,20201204144337_376,424,16070894173458322,100,10
10,ea1pλSASD,20201204144337_39,210,16070894173763270,100,10
10,ea1pλSASD,20201204144337_394,230,16070894173749780,100,10
10,ea1pλSASD,20201204144337_435,423,16070894173703750,100,10
10,ea1pλSASD,20201204144337_442,485,16070894173768690,100,10
10,ea1pλSASD,20201204144337_454,298,16070894173909400,100,10
10,ea1pλSASD,20201204144337_457,286,16070894174357340,100,10
10,ea1pλSASD,20201204144337_462,266,16070894174430900,100,10
10,ea1pλSASD,20201204144337_464,369,16070894174321180,100,10
10,ea1pλSASD,20201204144337_466,154,16070894174551530,100,10
10,ea1pλSASD,20201204144337_474,211,16070894174575880,100,10
10,ea1pλSASD,20201204144337_479,195,16070894174644790,100,10
10,ea1pλSASD,20201204144337_479,169,16070894174670330,100,10
10,ea1pλSASD,20201204144337_491,235,16070894174746708,100,10
10,ea1pλSASD,20201204144337_494,391,16070894174626860,100,10
10,ea1pλSASD,20201204144337_503,354,16070894174802590,100,10
10,ea1pλSASD,20201204144337_507,337,16070894174801040,100,10
10,ea1pλSASD,20201204144337_509,250,16070894174944450,100,10
10,ea1pλSASD,20201204144337_51,231,16070894174924740,100,10
10,ea1pλSASD,20201204144337_519,151,16070894175082040,100,10
10,ea1pλSASD,20201204144337_522,218,16070894175039570,100,10
10,ea1pλSASD,20201204144337_524,157,16070894175100520,100,10
10,ea1pλSASD,20201204144337_538,222,16070894175202670,100,10
10,ea1pλSASD,20201204144337_541,416,16070894175111762,100,10
10,ea1pλSASD,20201204144337_545,293,16070894175227820,100,10
10,ea1pλSASD,20201204144337_55,280,16070894175253860,100,10
10,ea1pλSASD,20201204144337_554,189,16070894175391920,100,10
10,ea1pλSASD,20201204144337_56,154,16070894175460570,100,10
10,ea1pλSASD,20201204144337_566,315,16070894175419870,100,10
10,ea1pλSASD,20201204144337_568,217,16070894175508512,100,10
10,ea1pλSASD,20201204144337_572,224,16070894175548602,100,10
10,ea1pλSASD,20201204144337_578,230,16070894175610430,100,10
10,ea1pλSASD,20201204144337_587,252,16070894175668210,100,10
10,ea1pλSASD,20201204144337_593,341,16070894175693380,100,10
10,ea1pλSASD,20201204144337_598,252,16070894175790780,100,10
10,ea1pλSASD,20201204144337_599,388,16070894175732930,100,10
10,ea1pλSASD,20201204144337_609,126,16070894175993832,100,10
10,ea1pλSASD,20201204144337_611,305,16070894175875950,100,10
10,ea1pλSASD,20201204144337_613,287,16070894175939218,100,10
10,ea1pλSASD,20201204144337_615,236,16070894175999760,100,10
10,ea1pλSASD,20201204144337_633,305,16070894176121680,100,10
10,ea1pλSASD,20201204144337_638,298,16070894176158950,100,10
10,ea1pλSASD,20201204144337_639,316,16070894176138740,100,10
10,ea1pλSASD,20201204144337_64,405,16070894176098148,100,10
10,ea1pλSASD,20201204144337_652,140,16070894176403760,100,10
10,ea1pλSASD,20201204144337_652,239,16070894176339290,100,10
10,ea1pλSASD,20201204144337_656,199,16070894176399780,100,10
10,ea1pλSASD,20201204144337_66,304,16070894176384658,100,10
10,ea1pλSASD,20201204144337_673,210,16070894176605780,100,10
10,ea1pλSASD,20201204144337_675,347,16070894176527218,100,10
10,ea1pλSASD,20201204144337_677,331,16070894176530200,100,10
10,ea1pλSASD,20201204144337_684,402,16070894176566240,100,10
10,ea1pλSASD,20201204144337_689,189,16070894176760750,100,10
10,ea1pλSASD,20201204144337_698,343,16070894176740720,100,10
10,ea1pλSASD,20201204144337_702,211,16070894176849400,100,10
10,ea1pλSASD,20201204144337_702,305,16070894176776020,100,10
10,ea1pλSASD,20201204144337_716,381,16070894176901500,100,10
10,ea1pλSASD,20201204144337_718,263,16070894176994600,100,10
10,ea1pλSASD,20201204144337_723,294,16070894177026120,100,10
10,ea1pλSASD,20201204144337_726,279,16070894177033010,100,10
10,ea1pλSASD,20201204144337_781,291,16070894177172390,100,10
10,ea1pλSASD,20201204144337_784,166,16070894177266670,100,10
10,ea1pλSASD,20201204144337_786,305,16070894177187640,100,10
10,ea1pλSASD,20201204144337_787,195,16070894177240282,100,10
10,ea1pλSASD,20201204144337_798,211,16070894177827950,100,10
10,ea1pλSASD,20201204144337_804,204,16070894177869490,100,10
10,ea1pλSASD,20201204144337_81,275,16070894177873280,100,10
10,ea1pλSASD,20201204144337_817,256,16070894177986540,100,10
10,ea1pλSASD,20201204144337_817,252,16070894177987940,100,10
10,ea1pλSASD,20201204144337_83,317,16070894178053340,100,10
10,ea1pλSASD,20201204144337_832,215,16070894178181050,100,10
10,ea1pλSASD,20201204144337_84,354,16070894178106200,100,10
10,ea1pλSASD,20201204144337_842,147,16070894178316440,100,10
10,ea1pλSASD,20201204144337_842,405,16070894178179660,100,10
10,ea1pλSASD,20201204144337_848,172,16070894178326982,100,10
10,ea1pλSASD,20201204144337_859,180,16070894178425440,100,10
10,ea1pλSASD,20201204144337_86,207,16070894178432650,100,10
10,ea1pλSASD,20201204144337_861,291,16070894178404470,100,10
10,ea1pλSASD,20201204144337_872,245,16070894178493450,100,10
10,ea1pλSASD,20201204144337_88,225,16070894178621190,100,10
10,ea1pλSASD,20201204144337_885,309,16070894178609090,100,10
10,ea1pλSASD,20201204144337_886,164,16070894178731900,100,10
10,ea1pλSASD,20201204144337_89,411,16070894178595870,100,10
10,ea1pλSASD,20201204144337_899,204,16070894178864170,100,10
10,ea1pλSASD,20201204144337_901,284,16070894178812860,100,10
10,ea1pλSASD,20201204144337_907,211,16070894178905360,100,10
10,ea1pλSASD,20201204144337_911,125,16070894178998850,100,10
10,ea1pλSASD,20201204144337_913,122,16070894179021500,100,10
10,ea1pλSASD,20201204144337_929,237,16070894179138802,100,10
10,ea1pλSASD,20201204144337_936,337,16070894179076490,100,10
10,ea1pλSASD,20201204144337_938,332,16070894179115592,100,10
10,ea1pλSASD,20201204144337_942,160,16070894179299390,100,10
10,ea1pλSASD,20201204144337_951,205,16070894179371130,100,10
10,ea1pλSASD,20201204144337_956,329,16070894179298552,100,10
10,ea1pλSASD,20201204144337_957,256,16070894179393088,100,10
10,ea1pλSASD,20201204144337_957,183,16070894179425500,100,10
10,ea1pλSASD,20201204144337_961,147,16070894179518810,100,10
10,ea1pλSASD,20201204144337_968,97,16070894179576330,100,10
10,ea1pλSASD,20201204144337_974,186,16070894179567180,100,10
10,ea1pλSASD,20201204144337_975,154,16070894179577590,100,10
10,ea1pλSASD,20201204144337_977,155,16070894179621590,100,10
10,ea1pλSASD,20201204144337_983,153,16070894179685960,100,10
10,ea1pλSASD,20201204144337_992,199,16070894179779130,100,10
10,ea1pλSASD,20201204144337_992,213,16070894179756290,100,10
10,ea1pλSASD,20201204144338_002,404,16070894179753520,100,10
10,ea1pλSASD,20201204144338_003,284,16070894179840692,100,10
10,ea1pλSASD,20201204144338_013,228,16070894179928770,100,10
10,ea1pλSASD,20201204144338_02,378,16070894179925580,100,10
10,ea1pλSASD,20201204144338_03,240,16070894180044100,100,10
10,ea1pλSASD,20201204144338_033,268,16070894180139238,100,10
10,ea1pλSASD,20201204144338_041,490,16070894180031790,100,10
10,ea1pλSASD,20201204144338_046,201,16070894180308190,100,10
10,ea1pλSASD,20201204144338_048,277,16070894180207490,100,10
10,ea1pλSASD,20201204144338_058,178,16070894180424220,100,10
10,ea1pλSASD,20201204144338_072,386,16070894180340600,100,10
10,ea1pλSASD,20201204144338_073,247,16070894180485650,100,10
10,ea1pλSASD,20201204144338_084,370,16070894180468650,100,10
10,ea1pλSASD,20201204144338_134,283,16070894180590032,100,10
10,ea1pλSASD,20201204144338_147,269,16070894180741140,100,10
10,ea1pλSASD,20201204144338_148,222,16070894180727770,100,10
10,ea1pλSASD,20201204144338_16,128,16070894181481472,100,10
10,ea1pλSASD,20201204144338_168,423,16070894181347730,100,10
10,ea1pλSASD,20201204144338_17,202,16070894181492332,100,10
10,ea1pλSASD,20201204144338_184,191,16070894181687710,100,10
10,ea1pλSASD,20201204144338_191,273,16070894181706460,100,10
10,ea1pλSASD,20201204144338_198,177,16070894181852642,100,10
10,ea1pλSASD,20201204144338_207,118,16070894181992920,100,10
10,ea1pλSASD,20201204144338_208,121,16070894181992820,100,10
10,ea1pλSASD,20201204144338_209,148,16070894181992820,100,10
10,ea1pλSASD,20201204144338_21,208,16070894181918850,100,10
10,ea1pλSASD,20201204144338_216,98,16070894182086970,100,10
10,ea1pλSASD,20201204144338_224,171,16070894182111918,100,10
10,ea1pλSASD,20201204144338_225,255,16070894182095150,100,10
10,ea1pλSASD,20201204144338_228,324,16070894182084060,100,10
10,ea1pλSASD,20201204144338_235,152,16070894182245020,100,10
10,ea1pλSASD,20201204144338_245,263,16070894182261880,100,10
10,ea1pλSASD,20201204144338_247,136,16070894182363660,100,10
10,ea1pλSASD,20201204144338_253,310,16070894182292932,100,10
10,ea1pλSASD,20201204144338_261,231,16070894182458620,100,10
10,ea1pλSASD,20201204144338_262,200,16070894182481270,100,10
10,ea1pλSASD,20201204144338_269,169,16070894182538020,100,10
10,ea1pλSASD,20201204144338_283,266,16070894182631320,100,10
10,ea1pλSASD,20201204144338_286,160,16070894182702530,100,10
10,ea1pλSASD,20201204144338_293,404,16070894182625030,100,10
10,ea1pλSASD,20201204144338_313,331,16070894182838932,100,10
10,ea1pλSASD,20201204144338_315,336,16070894182866180,100,10
10,ea1pλSASD,20201204144338_329,170,16070894183138420,100,10
10,ea1pλSASD,20201204144338_333,206,16070894183155900,100,10
10,ea1pλSASD,20201204144338_34,301,16070894183137200,100,10
10,ea1pλSASD,20201204144338_349,223,16070894183302600,100,10
10,ea1pλSASD,20201204144338_365,321,16070894183412830,100,10
10,ea1pλSASD,20201204144338_38,495,16070894183344700,100,10
10,ea1pλSASD,20201204144338_386,351,16070894183500000,100,10
10,ea1pλSASD,20201204144338_388,185,16070894183660200,100,10
10,ea1pλSASD,20201204144338_407,234,16070894183874530,100,10
10,ea1pλSASD,20201204144338_412,292,16070894183810850,100,10
10,ea1pλSASD,20201204144338_413,261,16070894183891562,100,10
10,ea1pλSASD,20201204144338_426,179,16070894184087730,100,10
10,ea1pλSASD,20201204144338_427,125,16070894184142740,100,10
10,ea1pλSASD,20201204144338_431,213,16070894184127008,100,10
10,ea1pλSASD,20201204144338_451,187,16070894184273980,100,10
10,ea1pλSASD,20201204144338_491,228,16070894184317410,100,10
10,ea1pλSASD,20201204144338_508,414,16070894184271670,100,10
10,ea1pλSASD,20201204144338_514,214,16070894184918560,100,10
10,ea1pλSASD,20201204144338_524,147,16070894185092380,100,10
10,ea1pλSASD,20201204144338_529,184,16070894185153810,100,10
10,ea1pλSASD,20201204144338_553,317,16070894185250918,100,10
10,ea1pλSASD,20201204144338_568,412,16070894185296782,100,10
10,ea1pλSASD,20201204144338_583,137,16070894185694170,100,10
10,ea1pλSASD,20201204144600_371,155,16070895603550010,100,10
10,ea1pλSASD,20201204144600_374,145,16070895603549910,100,10
10,ea1pλSASD,20201204144600_393,300,16070895603550250,100,10
10,ea1pλSASD,20201204144600_398,413,16070895603549910,100,10
10,ea1pλSASD,20201204144600_4,234,16070895603760870,100,10
10,ea1pλSASD,20201204144600_414,282,16070895603756330,100,10
10,ea1pλSASD,20201204144600_429,196,16070895603991120,100,10
10,ea1pλSASD,20201204144600_435,296,16070895603959860,100,10
10,ea1pλSASD,20201204144600_443,197,16070895604150450,100,10
10,ea1pλSASD,20201204144600_448,333,16070895604011322,100,10
10,ea1pλSASD,20201204144600_466,374,16070895604304170,100,10
10,ea1pλSASD,20201204144600_473,233,16070895604498530,100,10
10,ea1pλSASD,20201204144600_478,317,16070895604450600,100,10
10,ea1pλSASD,20201204144600_481,379,16070895604365210,100,10
10,ea1pλSASD,20201204144600_488,148,16070895604744460,100,10
10,ea1pλSASD,20201204144600_497,160,16070895604793128,100,10
10,ea1pλSASD,20201204144600_499,138,16070895604822600,100,10
10,ea1pλSASD,20201204144600_503,132,16070895604896250,100,10
10,ea1pλSASD,20201204144600_518,186,16070895605001650,100,10
10,ea1pλSASD,20201204144600_527,313,16070895604980890,100,10
10,ea1pλSASD,20201204144600_529,264,16070895604980890,100,10
10,ea1pλSASD,20201204144600_546,356,16070895605061180,100,10
10,ea1pλSASD,20201204144600_556,190,16070895605285670,100,10
10,ea1pλSASD,20201204144600_56,261,16070895605197230,100,10
10,ea1pλSASD,20201204144600_568,248,16070895605307630,100,10
10,ea1pλSASD,20201204144600_569,285,16070895605480650,100,10
10,ea1pλSASD,20201204144600_578,259,16070895605576420,100,10
10,ea1pλSASD,20201204144600_579,176,16070895605611930,100,10
10,ea1pλSASD,20201204144600_593,109,16070895605801460,100,10
10,ea1pλSASD,20201204144600_612,273,16070895605795460,100,10
10,ea1pλSASD,20201204144600_613,404,16070895605697260,100,10
10,ea1pλSASD,20201204144600_613,415,16070895605698140,100,10
10,ea1pλSASD,20201204144600_623,149,16070895605941228,100,10
10,ea1pλSASD,20201204144600_648,182,16070895606138640,100,10
10,ea1pλSASD,20201204144600_694,203,16070895606137330,100,10
10,ea1pλSASD,20201204144600_695,260,16070895606127340,100,10
10,ea1pλSASD,20201204144600_735,405,16070895606241150,100,10
10,ea1pλSASD,20201204144600_757,178,16070895606921940,100,10
10,ea1pλSASD,20201204144600_777,263,16070895606959022,100,10
10,ea1pλSASD,20201204144600_779,323,16070895606955120,100,10
10,ea1pλSASD,20201204144600_781,277,16070895607363200,100,10
10,ea1pλSASD,20201204144600_792,304,16070895607580760,100,10
10,ea1pλSASD,20201204144600_796,262,16070895607802880,100,10
10,ea1pλSASD,20201204144600_797,310,16070895607783920,100,10
10,ea1pλSASD,20201204144600_803,129,16070895607928540,100,10
10,ea1pλSASD,20201204144600_806,362,16070895607822280,100,10
10,ea1pλSASD,20201204144600_815,212,16070895607975150,100,10
10,ea1pλSASD,20201204144600_817,173,16070895608064940,100,10
10,ea1pλSASD,20201204144600_823,447,16070895607969170,100,10
10,ea1pλSASD,20201204144600_826,299,16070895608039720,100,10
10,ea1pλSASD,20201204144600_836,286,16070895608157770,100,10
10,ea1pλSASD,20201204144600_838,264,16070895608175440,100,10
10,ea1pλSASD,20201204144600_841,181,16070895608265960,100,10
10,ea1pλSASD,20201204144600_85,174,16070895608365430,100,10
10,ea1pλSASD,20201204144600_855,478,16070895608235012,100,10
10,ea1pλSASD,20201204144600_861,253,16070895608416230,100,10
10,ea1pλSASD,20201204144600_865,91,16070895608556170,100,10
10,ea1pλSASD,20201204144600_868,412,16070895608392950,100,10
10,ea1pλSASD,20201204144600_871,309,16070895608512810,100,10
10,ea1pλSASD,20201204144600_882,274,16070895608619720,100,10
10,ea1pλSASD,20201204144600_883,165,16070895608693400,100,10
10,ea1pλSASD,20201204144600_893,261,16070895608723740,100,10
10,ea1pλSASD,20201204144600_894,399,16070895608655900,100,10
10,ea1pλSASD,20201204144600_902,241,16070895608833620,100,10
10,ea1pλSASD,20201204144600_916,417,16070895608843820,100,10
10,ea1pλSASD,20201204144600_922,283,16070895608943090,100,10
10,ea1pλSASD,20201204144600_925,298,16070895608951990,100,10
10,ea1pλSASD,20201204144600_925,223,16070895609028230,100,10
10,ea1pλSASD,20201204144600_947,239,16070895609174790,100,10
10,ea1pλSASD,20201204144600_954,217,16070895609256930,100,10
10,ea1pλSASD,20201204144600_964,302,16070895609235560,100,10
10,ea1pλSASD,20201204144600_967,421,16070895609263420,100,10
10,ea1pλSASD,20201204144600_971,126,16070895609485682,100,10
10,ea1pλSASD,20201204144600_975,132,16070895609548408,100,10
10,ea1pλSASD,20201204144600_993,256,16070895609677400,100,10
10,ea1pλSASD,20201204144600_999,276,16070895609646310,100,10
10,ea1pλSASD,20201204144601_003,215,16070895609756480,100,10
10,ea1pλSASD,20201204144601_016,101,16070895610038190,100,10
10,ea1pλSASD,20201204144601_017,277,16070895609940260,100,10
10,ea1pλSASD,20201204144601_02,463,16070895609722250,100,10
10,ea1pλSASD,20201204144601_021,170,16070895610003340,100,10
10,ea1pλSASD,20201204144601_039,167,16070895610210580,100,10
10,ea1pλSASD,20201204144601_049,248,16070895610226360,100,10
10,ea1pλSASD,20201204144601_062,308,16070895610172810,100,10
10,ea1pλSASD,20201204144601_064,421,16070895610200220,100,10
10,ea1pλSASD,20201204144601_072,223,16070895610406650,100,10
10,ea1pλSASD,20201204144601_08,158,16070895610635500,100,10
10,ea1pλSASD,20201204144601_085,274,16070895610505240,100,10
10,ea1pλSASD,20201204144601_092,294,16070895610647540,100,10
10,ea1pλSASD,20201204144601_095,209,16070895610735890,100,10
10,ea1pλSASD,20201204144601_101,191,16070895610806870,100,10
10,ea1pλSASD,20201204144601_113,232,16070895610865710,100,10
10,ea1pλSASD,20201204144601_114,237,16070895610933362,100,10
10,ea1pλSASD,20201204144601_163,196,16070895611024180,100,10
10,ea1pλSASD,20201204144601_163,198,16070895610965012,100,10
10,ea1pλSASD,20201204144601_178,133,16070895611636220,100,10
10,ea1pλSASD,20201204144601_185,233,16070895611637600,100,10
10,ea1pλSASD,20201204144601_186,329,16070895611139470,100,10
10,ea1pλSASD,20201204144601_197,403,16070895611603360,100,10
10,ea1pλSASD,20201204144601_207,345,16070895611872540,100,10
10,ea1pλSASD,20201204144601_214,395,16070895611860740,100,10
10,ea1pλSASD,20201204144601_216,227,16070895611979700,100,10
10,ea1pλSASD,20201204144601_218,433,16070895611794970,100,10
10,ea1pλSASD,20201204144601_227,197,16070895612087678,100,10
10,ea1pλSASD,20201204144601_241,250,16070895612174780,100,10
10,ea1pλSASD,20201204144601_244,260,16070895612147580,100,10
10,ea1pλSASD,20201204144601_25,290,16070895612192940,100,10
10,ea1pλSASD,20201204144601_262,443,16070895612281498,100,10
10,ea1pλSASD,20201204144601_267,208,16070895612451000,100,10
10,ea1pλSASD,20201204144601_271,125,16070895612632940,100,10
10,ea1pλSASD,20201204144601_276,420,16070895612425740,100,10
10,ea1pλSASD,20201204144601_279,335,16070895612506440,100,10
10,ea1pλSASD,20201204144601_283,153,16070895612722722,100,10
10,ea1pλSASD,20201204144601_29,367,16070895612679430,100,10
10,ea1pλSASD,20201204144601_296,212,16070895612839580,100,10
10,ea1pλSASD,20201204144601_297,330,16070895612766970,100,10
10,ea1pλSASD,20201204144601_299,260,16070895612795210,100,10
10,ea1pλSASD,20201204144601_307,126,16070895612978540,100,10
10,ea1pλSASD,20201204144601_311,227,16070895612970280,100,10
10,ea1pλSASD,20201204144601_315,231,16070895613000842,100,10
10,ea1pλSASD,20201204144601_32,417,16070895612909730,100,10
10,ea1pλSASD,20201204144601_323,157,16070895613121720,100,10
10,ea1pλSASD,20201204144601_33,355,16070895613082010,100,10
10,ea1pλSASD,20201204144601_332,258,16070895613162990,100,10
10,ea1pλSASD,20201204144601_342,278,16070895613213760,100,10
10,ea1pλSASD,20201204144601_344,266,16070895613236890,100,10
10,ea1pλSASD,20201204144601_345,176,16070895613324080,100,10
10,ea1pλSASD,20201204144601_352,101,16070895613426610,100,10
10,ea1pλSASD,20201204144601_355,348,16070895613310890,100,10
10,ea1pλSASD,20201204144601_389,236,16070895613741410,100,10
10,ea1pλSASD,20201204144601_391,180,16070895613763630,100,10
10,ea1pλSASD,20201204144601_394,225,16070895613763310,100,10
10,ea1pλSASD,20201204144601_403,343,16070895613763310,100,10
10,ea1pλSASD,20201204144601_409,190,16070895613920090,100,10
10,ea1pλSASD,20201204144601_412,228,16070895613949140,100,10
10,ea1pλSASD,20201204144601_422,251,16070895614038752,100,10
10,ea1pλSASD,20201204144601_425,414,16070895613899610,100,10
10,ea1pλSASD,20201204144601_426,150,16070895614130198,100,10
10,ea1pλSASD,20201204144601_438,161,16070895614262828,100,10
10,ea1pλSASD,20201204144601_443,330,16070895614105360,100,10
10,ea1pλSASD,20201204144601_446,250,16070895614266300,100,10
10,ea1pλSASD,20201204144601_453,333,16070895614237880,100,10
10,ea1pλSASD,20201204144601_464,285,16070895614399210,100,10
10,ea1pλSASD,20201204144601_468,233,16070895614466600,100,10
10,ea1pλSASD,20201204144601_473,313,16070895614439210,100,10
10,ea1pλSASD,20201204144601_474,156,16070895614544690,100,10
10,ea1pλSASD,20201204144601_48,157,16070895614660270,100,10
10,ea1pλSASD,20201204144601_482,134,16070895614688360,100,10
10,ea1pλSASD,20201204144601_485,170,16070895614739650,100,10
10,ea1pλSASD,20201204144601_536,149,16070895614814000,100,10
10,ea1pλSASD,20201204144601_543,218,16070895614830580,100,10
10,ea1pλSASD,20201204144601_544,342,16070895614751170,100,10
10,ea1pλSASD,20201204144601_544,211,16070895614862412,100,10
10,ea1pλSASD,20201204144601_564,313,16070895615366650,100,10
10,ea1pλSASD,20201204144601_565,251,16070895615438730,100,10
10,ea1pλSASD,20201204144601_575,313,16070895615445910,100,10
10,ea1pλSASD,20201204144601_577,130,16070895615647600,100,10
10,ea1pλSASD,20201204144601_584,344,16070895615452810,100,10
10,ea1pλSASD,20201204144601_591,198,16070895615759080,100,10
10,ea1pλSASD,20201204144601_598,425,16070895615662300,100,10
10,ea1pλSASD,20201204144601_606,290,16070895615788720,100,10
10,ea1pλSASD,20201204144601_614,358,16070895615846240,100,10
10,ea1pλSASD,20201204144601_618,133,16070895616066460,100,10
10,ea1pλSASD,20201204144601_621,254,16070895615990180,100,10
10,ea1pλSASD,20201204144601_622,359,16070895615914650,100,10
10,ea1pλSASD,20201204144601_632,166,16070895616148420,100,10
10,ea1pλSASD,20201204144601_635,161,16070895616189320,100,10
10,ea1pλSASD,20201204144601_639,187,16070895616221048,100,10
10,ea1pλSASD,20201204144601_642,104,16070895616327528,100,10
10,ea1pλSASD,20201204144601_648,309,16070895616225350,100,10
10,ea1pλSASD,20201204144601_664,301,16070895616358280,100,10
10,ea1pλSASD,20201204144601_666,264,16070895616396300,100,10
10,ea1pλSASD,20201204144601_671,195,16070895616493990,100,10
10,ea1pλSASD,20201204144601_675,293,16070895616432380,100,10
10,ea1pλSASD,20201204144601_68,127,16070895616647900,100,10
10,ea1pλSASD,20201204144601_693,236,16070895616723710,100,10
10,ea1pλSASD,20201204144601_697,344,16070895616760400,100,10
10,ea1pλSASD,20201204144601_697,332,16070895616669690,100,10
10,ea1pλSASD,20201204144601_702,257,16070895616806290,100,10
10,ea1pλSASD,20201204144601_716,161,16070895617028010,100,10
10,ea1pλSASD,20201204144601_717,262,16070895616937320,100,10
10,ea1pλSASD,20201204144601_732,408,16070895616977250,100,10
10,ea1pλSASD,20201204144601_74,420,16070895616982660,100,10
10,ea1pλSASD,20201204144601_743,296,16070895617167640,100,10
10,ea1pλSASD,20201204144601_754,253,16070895617326720,100,10
10,ea1pλSASD,20201204144601_756,392,16070895617180300,100,10
10,ea1pλSASD,20201204144601_758,145,16070895617442018,100,10
10,ea1pλSASD,20201204144601_772,136,16070895617547370,100,10
10,ea1pλSASD,20201204144601_776,389,16070895617405960,100,10
10,ea1pλSASD,20201204144601_784,229,16070895617589058,100,10
10,ea1pλSASD,20201204144601_785,147,16070895617726950,100,10
10,ea1pλSASD,20201204144601_794,439,16070895617570350,100,10
10,ea1pλSASD,20201204144601_803,224,16070895617848840,100,10
10,ea1pλSASD,20201204144601_808,310,16070895617866380,100,10
10,ea1pλSASD,20201204144601_813,373,16070895617768390,100,10
10,ea1pλSASD,20201204144601_815,208,16070895617953550,100,10
10,ea1pλSASD,20201204144601_821,210,16070895618039420,100,10
10,ea1pλSASD,20201204144601_83,176,16070895618154780,100,10
10,ea1pλSASD,20201204144601_839,277,16070895618139670,100,10
10,ea1pλSASD,20201204144601_841,178,16070895618222498,100,10
10,ea1pλSASD,20201204144601_847,206,16070895618310348,100,10
10,ea1pλSASD,20201204144601_854,143,16070895618404160,100,10
10,ea1pλSASD,20201204144601_856,150,16070895618417700,100,10
10,ea1pλSASD,20201204144601_86,180,16070895618480330,100,10
10,ea1pλSASD,20201204144601_871,291,16070895618480340,100,10
10,ea1pλSASD,20201204144601_918,224,16070895618571660,100,10
10,ea1pλSASD,20201204144601_919,104,16070895618724890,100,10
10,ea1pλSASD,20201204144601_922,325,16070895618550652,100,10
10,ea1pλSASD,20201204144601_925,289,16070895618610762,100,10
10,ea1pλSASD,20201204144601_936,150,16070895619230868,100,10
10,ea1pλSASD,20201204144601_939,278,16070895619191580,100,10
10,ea1pλSASD,20201204144601_941,295,16070895619195300,100,10
10,ea1pλSASD,20201204144601_953,222,16070895619366650,100,10
10,ea1pλSASD,20201204144601_955,133,16070895619419320,100,10
10,ea1pλSASD,20201204144601_96,214,16070895619420680,100,10
10,ea1pλSASD,20201204144601_962,315,16070895619395020,100,10
10,ea1pλSASD,20201204144601_97,236,16070895619544320,100,10
10,ea1pλSASD,20201204144601_982,374,16070895619560650,100,10
10,ea1pλSASD,20201204144601_982,278,16070895619609700,100,10
10,ea1pλSASD,20201204144601_988,312,16070895619629840,100,10
10,ea1pλSASD,20201204144601_999,248,16070895619712120,100,10
10,ea1pλSASD,20201204144602_013,286,16070895619833260,100,10
10,ea1pλSASD,20201204144602_016,316,16070895619834730,100,10
10,ea1pλSASD,20201204144602_022,302,16070895619892130,100,10
10,ea1pλSASD,20201204144602_036,336,16070895620135930,100,10
10,ea1pλSASD,20201204144602_036,495,16070895620005150,100,10
10,ea1pλSASD,20201204144602_042,281,16070895620229660,100,10
10,ea1pλSASD,20201204144602_047,457,16070895620168960,100,10
10,ea1pλSASD,20201204144602_052,205,16070895620369070,100,10
10,ea1pλSASD,20201204144602_064,222,16070895620433800,100,10
10,ea1pλSASD,20201204144602_065,398,16070895620365610,100,10
10,ea1pλSASD,20201204144602_07,220,16070895620489490,100,10
10,ea1pλSASD,20201204144602_075,429,16070895620524740,100,10
10,ea1pλSASD,20201204144602_091,189,16070895620706580,100,10
10,ea1pλSASD,20201204144602_095,339,16070895620654650,100,10
10,ea1pλSASD,20201204144602_096,277,16070895620656260,100,10
10,ea1pλSASD,20201204144602_102,311,16070895620754790,100,10
10,ea1pλSASD,20201204144602_111,268,16070895620922590,100,10
10,ea1pλSASD,20201204144602_119,244,16070895620960930,100,10
10,ea1pλSASD,20201204144602_119,370,16070895620974860,100,10
10,ea1pλSASD,20201204144602_133,462,16070895621032950,100,10
10,ea1pλSASD,20201204144602_135,363,16070895621118450,100,10
10,ea1pλSASD,20201204144602_137,253,16070895621200212,100,10
10,ea1pλSASD,20201204144602_139,286,16070895621203420,100,10
10,ea1pλSASD,20201204144602_153,236,16070895621398020,100,10
10,ea1pλSASD,20201204144602_163,431,16070895621377202,100,10
10,ea1pλSASD,20201204144602_164,445,16070895621354150,100,10
10,ea1pλSASD,20201204144602_165,427,16070895621340662,100,10
10,ea1pλSASD,20201204144602_173,259,16070895621540020,100,10
10,ea1pλSASD,20201204144602_177,160,16070895621655660,100,10
10,ea1pλSASD,20201204144602_185,277,16070895621652310,100,10
10,ea1pλSASD,20201204144602_193,382,16070895621643470,100,10
10,ea1pλSASD,20201204144602_2,405,16070895621736400,100,10
10,ea1pλSASD,20201204144602_212,463,16070895621782000,100,10
10,ea1pλSASD,20201204144602_213,242,16070895621940910,100,10
10,ea1pλSASD,20201204144602_215,332,16070895621861330,100,10
10,ea1pλSASD,20201204144602_229,410,16070895622006720,100,10
10,ea1pλSASD,20201204144602_236,257,16070895622138010,100,10
10,ea1pλSASD,20201204144602_24,300,16070895622156730,100,10
10,ea1pλSASD,20201204144602_244,215,16070895622298980,100,10
10,ea1pλSASD,20201204144602_286,446,16070895622136220,100,10
10,ea1pλSASD,20201204144602_298,142,16070895622860410,100,10
10,ea1pλSASD,20201204144602_302,232,16070895622408480,100,10
