R,algorithm,date,iteration,seed,size,λ
10,ea1pλSASD,20201204144602_304,315,16070895622367030,100,10
10,ea1pλSASD,20201204144602_309,337,16070895622868790,100,10
10,ea1pλSASD,20201204144602_318,169,16070895623043130,100,10
10,ea1pλSASD,20201204144602_323,164,16070895623094820,100,10
10,ea1pλSASD,20201204144602_325,370,16070895622992580,100,10
10,ea1pλSASD,20201204144602_326,323,16070895623027950,100,10
10,ea1pλSASD,20201204144602_335,145,16070895623242130,100,10
10,ea1pλSASD,20201204144602_339,172,16070895623267980,100,10
10,ea1pλSASD,20201204144602_346,301,16070895623263518,100,10
10,ea1pλSASD,20201204144602_351,198,16070895623360440,100,10
10,ea1pλSASD,20201204144602_351,476,16070895623191490,100,10
10,ea1pλSASD,20201204144602_352,194,16070895623402510,100,10
10,ea1pλSASD,20201204144602_36,99,16070895623522020,100,10
10,ea1pλSASD,20201204144602_37,329,16070895623473820,100,10
10,ea1pλSASD,20201204144602_372,305,16070895623514300,100,10
10,ea1pλSASD,20201204144602_374,201,16070895623607810,100,10
10,ea1pλSASD,20201204144602_377,340,16070895623527660,100,10
10,ea1pλSASD,20201204144602_382,123,16070895623708090,100,10
10,ea1pλSASD,20201204144602_387,199,16070895623725290,100,10
10,ea1pλSASD,20201204144602_397,267,16070895623746410,100,10
10,ea1pλSASD,20201204144602_402,298,16070895623776650,100,10
10,ea1pλSASD,20201204144602_412,203,16070895623979250,100,10
10,ea1pλSASD,20201204144602_416,381,16070895623876260,100,10
10,ea1pλSASD,20201204144602_419,537,16070895623831970,100,10
10,ea1pλSASD,20201204144602_424,122,16070895624135180,100,10
10,ea1pλSASD,20201204144602_434,402,16070895624031702,100,10
10,ea1pλSASD,20201204144602_436,220,16070895624201850,100,10
10,ea1pλSASD,20201204144602_441,244,16070895624248660,100,10
10,ea1pλSASD,20201204144602_447,129,16070895624367160,100,10
10,ea1pλSASD,20201204144602_454,259,16070895624345580,100,10
10,ea1pλSASD,20201204144602_455,73,16070895624480920,100,10
10,ea1pλSASD,20201204144602_455,199,16070895624421548,100,10
10,ea1pλSASD,20201204144602_461,335,16070895624367160,100,10
10,ea1pλSASD,20201204144602_466,153,16070895624545742,100,10
10,ea1pλSASD,20201204144602_47,211,16070895624557108,100,10
10,ea1pλSASD,20201204144602_472,144,16070895624615000,100,10
10,ea1pλSASD,20201204144602_478,325,16070895624560320,100,10
10,ea1pλSASD,20201204144602_486,273,16070895624670510,100,10
10,ea1pλSASD,20201204144602_489,235,16070895624704140,100,10
10,ea1pλSASD,20201204144602_489,213,16070895624731650,100,10
10,ea1pλSASD,20201204144602_502,339,16070895624786410,100,10
10,ea1pλSASD,20201204144602_504,264,16070895624864048,100,10
10,ea1pλSASD,20201204144602_505,185,16070895624899672,100,10
10,ea1pλSASD,20201204144602_515,314,16070895624895610,100,10
10,ea1pλSASD,20201204144602_519,180,16070895625029420,100,10
10,ea1pλSASD,20201204144602_521,210,16070895625053710,100,10
10,ea1pλSASD,20201204144602_521,191,16070895625051488,100,10
10,ea1pλSASD,20201204144602_53,198,16070895625161190,100,10
10,ea1pλSASD,20201204144602_535,244,16070895625194710,100,10
10,ea1pλSASD,20201204144602_537,222,16070895625215990,100,10
10,ea1pλSASD,20201204144602_541,250,16070895625214460,100,10
10,ea1pλSASD,20201204144602_547,203,16070895625311192,100,10
10,ea1pλSASD,20201204144602_548,180,16070895625360680,100,10
10,ea1pλSASD,20201204144602_55,183,16070895625376420,100,10
10,ea1pλSASD,20201204144602_562,201,16070895625475680,100,10
10,ea1pλSASD,20201204144602_566,202,16070895625513320,100,10
10,ea1pλSASD,20201204144602_567,356,16070895625424800,100,10
10,ea1pλSASD,20201204144602_608,369,16070895625493610,100,10
10,ea1pλSASD,20201204144602_61,158,16070895625632970,100,10
10,ea1pλSASD,20201204144602_617,178,16070895626019240,100,10
10,ea1pλSASD,20201204144602_621,263,16070895625672260,100,10
10,ea1pλSASD,20201204144602_624,176,16070895626111670,100,10
10,ea1pλSASD,20201204144602_633,148,16070895626215370,100,10
10,ea1pλSASD,20201204144602_641,557,16070895626091320,100,10
10,ea1pλSASD,20201204144602_647,435,16070895626176230,100,10
10,ea1pλSASD,20201204144602_648,173,16070895626341490,100,10
10,ea1pλSASD,20201204144602_649,324,16070895626249070,100,10
10,ea1pλSASD,20201204144602_658,123,16070895626482380,100,10
10,ea1pλSASD,20201204144602_661,164,16070895626501228,100,10
10,ea1pλSASD,20201204144602_664,324,16070895626420130,100,10
10,ea1pλSASD,20201204144602_672,173,16070895626588650,100,10
10,ea1pλSASD,20201204144602_672,139,16070895626621758,100,10
10,ea1pλSASD,20201204144602_673,433,16070895626489370,100,10
10,ea1pλSASD,20201204144602_685,285,16070895626652350,100,10
10,ea1pλSASD,20201204144602_694,271,16070895626744430,100,10
10,ea1pλSASD,20201204144602_694,108,16070895626858910,100,10
10,ea1pλSASD,20201204144602_701,227,16070895626857720,100,10
10,ea1pλSASD,20201204144602_703,435,16070895626731570,100,10
10,ea1pλSASD,20201204144602_706,137,16070895626952050,100,10
10,ea1pλSASD,20201204144602_712,235,16070895626947860,100,10
10,ea1pλSASD,20201204144602_714,132,16070895627022290,100,10
10,ea1pλSASD,20201204144602_721,297,16070895627042242,100,10
10,ea1pλSASD,20201204144602_729,322,16070895627067590,100,10
10,ea1pλSASD,20201204144602_729,266,16070895627124820,100,10
10,ea1pλSASD,20201204144602_738,337,16070895627153800,100,10
10,ea1pλSASD,20201204144602_741,287,16070895627219920,100,10
10,ea1pλSASD,20201204144602_744,186,16070895627297760,100,10
10,ea1pλSASD,20201204144602_744,188,16070895627296010,100,10
10,ea1pλSASD,20201204144602_755,211,16070895627415258,100,10
10,ea1pλSASD,20201204144602_756,243,16070895627390880,100,10
10,ea1pλSASD,20201204144602_765,262,16070895627451940,100,10
10,ea1pλSASD,20201204144602_765,115,16070895627564198,100,10
10,ea1pλSASD,20201204144602_771,403,16070895627447730,100,10
10,ea1pλSASD,20201204144602_776,288,16070895627565530,100,10
10,ea1pλSASD,20201204144602_777,148,16070895627659020,100,10
10,ea1pλSASD,20201204144602_784,260,16070895627660552,100,10
10,ea1pλSASD,20201204144602_789,250,16070895627721240,100,10
10,ea1pλSASD,20201204144602_79,162,16070895627780930,100,10
10,ea1pλSASD,20201204144602_794,263,16070895627769990,100,10
10,ea1pλSASD,20201204144602_799,199,16070895627845920,100,10
10,ea1pλSASD,20201204144602_813,258,16070895627898380,100,10
10,ea1pλSASD,20201204144602_817,217,16070895628001000,100,10
10,ea1pλSASD,20201204144602_819,420,16070895627906600,100,10
10,ea1pλSASD,20201204144602_821,336,16070895627947320,100,10
10,ea1pλSASD,20201204144602_83,226,16070895628137528,100,10
10,ea1pλSASD,20201204144602_838,254,16070895628196440,100,10
10,ea1pλSASD,20201204144602_841,246,16070895628215570,100,10
10,ea1pλSASD,20201204144602_845,225,16070895628313220,100,10
10,ea1pλSASD,20201204144602_851,113,16070895628421050,100,10
10,ea1pλSASD,20201204144602_852,442,16070895628183670,100,10
10,ea1pλSASD,20201204144602_861,167,16070895628462770,100,10
10,ea1pλSASD,20201204144602_862,298,16070895628390600,100,10
10,ea1pλSASD,20201204144602_867,185,16070895628532610,100,10
10,ea1pλSASD,20201204144602_871,320,16070895628521370,100,10
10,ea1pλSASD,20201204144602_877,197,16070895628619130,100,10
10,ea1pλSASD,20201204144602_877,191,16070895628630050,100,10
10,ea1pλSASD,20201204144602_878,119,16070895628678840,100,10
10,ea1pλSASD,20201204144602_881,94,16070895628722538,100,10
10,ea1pλSASD,20201204144602_891,159,16070895628777360,100,10
10,ea1pλSASD,20201204144602_931,205,16070895628780242,100,10
10,ea1pλSASD,20201204144602_933,172,16070895628818760,100,10
10,ea1pλSASD,20201204144602_946,220,16070895629322490,100,10
10,ea1pλSASD,20201204144602_951,507,16070895628791800,100,10
10,ea1pλSASD,20201204144602_955,410,16070895629295470,100,10
10,ea1pλSASD,20201204144602_959,353,16070895629337270,100,10
10,ea1pλSASD,20201204144602_967,263,16070895629469780,100,10
10,ea1pλSASD,20201204144602_969,243,16070895629523930,100,10
10,ea1pλSASD,20201204144602_974,208,16070895629605010,100,10
10,ea1pλSASD,20201204144602_976,256,16070895629562540,100,10
10,ea1pλSASD,20201204144602_982,189,16070895629678308,100,10
10,ea1pλSASD,20201204144602_985,245,16070895629695160,100,10
10,ea1pλSASD,20201204144602_989,200,16070895629771330,100,10
10,ea1pλSASD,20201204144602_996,283,16070895629754630,100,10
10,ea1pλSASD,20201204144603_0,213,16070895629831870,100,10
10,ea1pλSASD,20201204144603_002,253,16070895629857010,100,10
10,ea1pλSASD,20201204144603_014,377,16070895629896678,100,10
10,ea1pλSASD,20201204144603_015,208,16070895629965580,100,10
10,ea1pλSASD,20201204144603_018,225,16070895630006930,100,10
10,ea1pλSASD,20201204144603_026,110,16070895630155758,100,10
10,ea1pλSASD,20201204144603_031,403,16070895630030300,100,10
10,ea1pλSASD,20201204144603_033,185,16070895630158020,100,10
10,ea1pλSASD,20201204144603_044,272,16070895630267460,100,10
10,ea1pλSASD,20201204144603_044,154,16070895630323480,100,10
10,ea1pλSASD,20201204144603_046,420,16070895630185780,100,10
10,ea1pλSASD,20201204144603_053,300,16070895630338500,100,10
10,ea1pλSASD,20201204144603_057,189,16070895630449280,100,10
10,ea1pλSASD,20201204144603_06,207,16070895630453770,100,10
10,ea1pλSASD,20201204144603_062,186,16070895630466840,100,10
10,ea1pλSASD,20201204144603_072,160,16070895630610810,100,10
10,ea1pλSASD,20201204144603_076,234,16070895630578980,100,10
10,ea1pλSASD,20201204144603_083,369,16070895630540430,100,10
10,ea1pλSASD,20201204144603_084,271,16070895630630620,100,10
10,ea1pλSASD,20201204144603_086,135,16070895630768930,100,10
10,ea1pλSASD,20201204144603_099,195,16070895630841538,100,10
10,ea1pλSASD,20201204144603_103,261,16070895630864810,100,10
10,ea1pλSASD,20201204144603_103,427,16070895630725040,100,10
10,ea1pλSASD,20201204144603_108,376,16070895630853030,100,10
10,ea1pλSASD,20201204144603_115,137,16070895631040680,100,10
10,ea1pλSASD,20201204144603_12,276,16070895630997440,100,10
10,ea1pλSASD,20201204144603_121,129,16070895631089780,100,10
10,ea1pλSASD,20201204144603_127,154,16070895631157032,100,10
10,ea1pλSASD,20201204144603_129,365,16070895631037340,100,10
10,ea1pλSASD,20201204144603_137,220,16070895631220370,100,10
10,ea1pλSASD,20201204144603_141,194,16070895631278880,100,10
10,ea1pλSASD,20201204144603_142,257,16070895631210540,100,10
10,ea1pλSASD,20201204144603_144,248,16070895631294292,100,10
10,ea1pλSASD,20201204144603_155,310,16070895631381732,100,10
10,ea1pλSASD,20201204144603_156,200,16070895631425518,100,10
10,ea1pλSASD,20201204144603_158,232,16070895631447030,100,10
10,ea1pλSASD,20201204144603_169,143,16070895631594080,100,10
10,ea1pλSASD,20201204144603_174,492,16070895631421260,100,10
10,ea1pλSASD,20201204144603_18,302,16070895631563630,100,10
10,ea1pλSASD,20201204144603_188,436,16070895631562108,100,10
10,ea1pλSASD,20201204144603_195,334,16070895631745140,100,10
10,ea1pλSASD,20201204144603_196,376,16070895631700370,100,10
10,ea1pλSASD,20201204144603_202,194,16070895631891090,100,10
10,ea1pλSASD,20201204144603_208,414,16070895631812820,100,10
10,ea1pλSASD,20201204144603_211,206,16070895631971410,100,10
10,ea1pλSASD,20201204144603_252,308,16070895631962050,100,10
10,ea1pλSASD,20201204144603_264,211,16070895632093970,100,10
10,ea1pλSASD,20201204144603_267,279,16070895632499650,100,10
10,ea1pλSASD,20201204144603_268,415,16070895632024970,100,10
10,ea1pλSASD,20201204144603_272,274,16070895632526490,100,10
10,ea1pλSASD,20201204144603_277,176,16070895632650370,100,10
10,ea1pλSASD,20201204144603_282,175,16070895632674890,100,10
10,ea1pλSASD,20201204144603_293,305,16070895632729700,100,10
10,ea1pλSASD,20201204144603_301,340,16070895632775910,100,10
10,ea1pλSASD,20201204144603_304,329,16070895632830030,100,10
10,ea1pλSASD,20201204144603_304,333,16070895632830030,100,10
10,ea1pλSASD,20201204144603_321,247,16070895633018560,100,10
10,ea1pλSASD,20201204144603_323,313,16070895633048430,100,10
10,ea1pλSASD,20201204144603_325,437,16070895632941820,100,10
10,ea1pλSASD,20201204144603_336,468,16070895633045470,100,10
10,ea1pλSASD,20201204144603_34,253,16070895633222260,100,10
10,ea1pλSASD,20201204144603_343,250,16070895633237670,100,10
10,ea1pλSASD,20201204144603_361,334,16070895633368660,100,10
10,ea1pλSASD,20201204144603_362,268,16070895633442560,100,10
10,ea1pλSASD,20201204144603_385,196,16070895633698298,100,10
10,ea1pλSASD,20201204144603_388,275,16070895633698310,100,10
10,ea1pλSASD,20201204144603_391,247,16070895633697350,100,10
10,ea1pλSASD,20201204144603_402,217,16070895633889502,100,10
10,ea1pλSASD,20201204144603_402,259,16070895633861260,100,10
10,ea1pλSASD,20201204144603_411,198,16070895633924120,100,10
10,ea1pλSASD,20201204144603_415,436,16070895633862550,100,10
10,ea1pλSASD,20201204144603_421,260,16070895634033770,100,10
10,ea1pλSASD,20201204144603_422,273,16070895634032290,100,10
10,ea1pλSASD,20201204144603_433,279,16070895634114840,100,10
10,ea1pλSASD,20201204144603_434,126,16070895634218180,100,10
10,ea1pλSASD,20201204144603_438,241,16070895634228230,100,10
10,ea1pλSASD,20201204144603_45,208,16070895634338400,100,10
10,ea1pλSASD,20201204144603_45,224,16070895634338390,100,10
10,ea1pλSASD,20201204144603_451,240,16070895634344130,100,10
10,ea1pλSASD,20201204144603_457,282,16070895634392322,100,10
10,ea1pλSASD,20201204144603_461,215,16070895634507598,100,10
10,ea1pλSASD,20201204144603_464,237,16070895634516980,100,10
10,ea1pλSASD,20201204144603_474,205,16070895634620410,100,10
10,ea1pλSASD,20201204144603_48,311,16070895634578970,100,10
10,ea1pλSASD,20201204144603_484,134,16070895634750190,100,10
10,ea1pλSASD,20201204144603_491,203,16070895634807570,100,10
10,ea1pλSASD,20201204144603_502,310,16070895634847770,100,10
10,ea1pλSASD,20201204144603_511,412,16070895634916250,100,10
10,ea1pλSASD,20201204144603_523,231,16070895635122420,100,10
10,ea1pλSASD,20201204144603_534,577,16070895635027900,100,10
10,ea1pλSASD,20201204144603_585,405,16070895635242550,100,10
10,ea1pλSASD,20201204150842_348,118,16070909223155590,100,10
10,ea1pλSASD,20201204150842_383,242,16070909223565618,100,10
10,ea1pλSASD,20201204150842_384,237,16070909223155630,100,10
10,ea1pλSASD,20201204150842_388,306,16070909223155660,100,10
10,ea1pλSASD,20201204150842_404,350,16070909223155590,100,10
10,ea1pλSASD,20201204150842_42,169,16070909223847330,100,10
10,ea1pλSASD,20201204150842_455,359,16070909223853992,100,10
10,ea1pλSASD,20201204150842_465,251,16070909223899870,100,10
10,ea1pλSASD,20201204150842_471,183,16070909224215180,100,10
10,ea1pλSASD,20201204150842_489,273,16070909224068640,100,10
10,ea1pλSASD,20201204150842_495,134,16070909224724960,100,10
10,ea1pλSASD,20201204150842_512,343,16070909224660708,100,10
10,ea1pλSASD,20201204150842_52,214,16070909224969780,100,10
10,ea1pλSASD,20201204150842_528,427,16070909224566150,100,10
10,ea1pλSASD,20201204150842_537,285,16070909224902160,100,10
10,ea1pλSASD,20201204150842_543,193,16070909225135952,100,10
10,ea1pλSASD,20201204150842_552,248,16070909225212050,100,10
10,ea1pλSASD,20201204150842_565,190,16070909225386390,100,10
10,ea1pλSASD,20201204150842_572,280,16070909225297640,100,10
10,ea1pλSASD,20201204150842_576,309,16070909225526978,100,10
10,ea1pλSASD,20201204150842_585,175,16070909225663540,100,10
10,ea1pλSASD,20201204150842_586,167,16070909225730040,100,10
10,ea1pλSASD,20201204150842_59,215,16070909225768660,100,10
10,ea1pλSASD,20201204150842_597,405,16070909225446970,100,10
10,ea1pλSASD,20201204150842_601,132,16070909225873498,100,10
10,ea1pλSASD,20201204150842_603,186,16070909225914158,100,10
10,ea1pλSASD,20201204150842_62,202,16070909225980238,100,10
10,ea1pλSASD,20201204150842_628,428,16070909226040060,100,10
10,ea1pλSASD,20201204150842_697,264,16070909226038120,100,10
10,ea1pλSASD,20201204150842_702,395,16070909226023120,100,10
10,ea1pλSASD,20201204150842_707,240,16070909226207420,100,10
10,ea1pλSASD,20201204150842_71,170,16070909226941950,100,10
10,ea1pλSASD,20201204150842_713,194,16070909226980720,100,10
10,ea1pλSASD,20201204150842_715,151,16070909227031940,100,10
10,ea1pλSASD,20201204150842_723,178,16070909227085220,100,10
10,ea1pλSASD,20201204150842_73,247,16070909227156320,100,10
10,ea1pλSASD,20201204150842_732,306,16070909227106490,100,10
10,ea1pλSASD,20201204150842_733,301,16070909227143630,100,10
10,ea1pλSASD,20201204150842_744,125,16070909227340100,100,10
10,ea1pλSASD,20201204150842_749,217,16070909227328510,100,10
10,ea1pλSASD,20201204150842_752,249,16070909227313508,100,10
10,ea1pλSASD,20201204150842_753,466,16070909227236510,100,10
10,ea1pλSASD,20201204150842_763,178,16070909227494480,100,10
10,ea1pλSASD,20201204150842_765,251,16070909227452450,100,10
10,ea1pλSASD,20201204150842_766,211,16070909227531280,100,10
10,ea1pλSASD,20201204150842_774,316,16070909227534720,100,10
10,ea1pλSASD,20201204150842_777,176,16070909227658870,100,10
10,ea1pλSASD,20201204150842_778,197,16070909227637210,100,10
10,ea1pλSASD,20201204150842_788,149,16070909227779100,100,10
10,ea1pλSASD,20201204150842_79,290,16070909227669480,100,10
10,ea1pλSASD,20201204150842_79,173,16070909227794040,100,10
10,ea1pλSASD,20201204150842_791,208,16070909227750152,100,10
10,ea1pλSASD,20201204150842_8,132,16070909227918050,100,10
10,ea1pλSASD,20201204150842_807,272,16070909227891632,100,10
10,ea1pλSASD,20201204150842_808,267,16070909227909090,100,10
10,ea1pλSASD,20201204150842_819,426,16070909227906030,100,10
10,ea1pλSASD,20201204150842_82,335,16070909228012580,100,10
10,ea1pλSASD,20201204150842_829,375,16070909228091180,100,10
10,ea1pλSASD,20201204150842_838,394,16070909228083370,100,10
10,ea1pλSASD,20201204150842_849,288,16070909228300372,100,10
10,ea1pλSASD,20201204150842_852,319,16070909228204530,100,10
10,ea1pλSASD,20201204150842_86,244,16070909228393970,100,10
10,ea1pλSASD,20201204150842_863,126,16070909228499610,100,10
10,ea1pλSASD,20201204150842_864,183,16070909228499990,100,10
10,ea1pλSASD,20201204150842_873,237,16070909228532218,100,10
10,ea1pλSASD,20201204150842_879,179,16070909228640470,100,10
10,ea1pλSASD,20201204150842_881,216,16070909228646582,100,10
10,ea1pλSASD,20201204150842_888,193,16070909228739582,100,10
10,ea1pλSASD,20201204150842_897,408,16070909228613802,100,10
10,ea1pλSASD,20201204150842_906,444,16070909228816978,100,10
10,ea1pλSASD,20201204150842_914,199,16070909228977758,100,10
10,ea1pλSASD,20201204150842_917,329,16070909228890110,100,10
10,ea1pλSASD,20201204150842_917,138,16070909229073600,100,10
10,ea1pλSASD,20201204150842_922,407,16070909228801100,100,10
10,ea1pλSASD,20201204150842_935,279,16070909229179708,100,10
10,ea1pλSASD,20201204150842_938,199,16070909229150610,100,10
10,ea1pλSASD,20201204150842_959,281,16070909229178020,100,10
10,ea1pλSASD,20201204150842_96,257,16070909229363410,100,10
10,ea1pλSASD,20201204150842_979,155,16070909229614300,100,10
10,ea1pλSASD,20201204150842_991,121,16070909229596460,100,10
10,ea1pλSASD,20201204150842_992,117,16070909229806800,100,10
10,ea1pλSASD,20201204150843_033,310,16070909229385570,100,10
10,ea1pλSASD,20201204150843_035,406,16070909229234150,100,10
10,ea1pλSASD,20201204150843_045,132,16070909230339780,100,10
10,ea1pλSASD,20201204150843_051,186,16070909230355812,100,10
10,ea1pλSASD,20201204150843_055,361,16070909229923560,100,10
10,ea1pλSASD,20201204150843_06,352,16070909230294610,100,10
10,ea1pλSASD,20201204150843_063,223,16070909230462388,100,10
10,ea1pλSASD,20201204150843_065,193,16070909230518420,100,10
10,ea1pλSASD,20201204150843_068,163,16070909230555830,100,10
10,ea1pλSASD,20201204150843_08,278,16070909230639650,100,10
10,ea1pλSASD,20201204150843_085,447,16070909230615110,100,10
10,ea1pλSASD,20201204150843_087,304,16070909230683810,100,10
10,ea1pλSASD,20201204150843_09,410,16070909230659940,100,10
10,ea1pλSASD,20201204150843_096,188,16070909230812860,100,10
10,ea1pλSASD,20201204150843_099,189,16070909230853810,100,10
10,ea1pλSASD,20201204150843_102,132,16070909230882500,100,10
10,ea1pλSASD,20201204150843_118,374,16070909230912490,100,10
10,ea1pλSASD,20201204150843_118,238,16070909231001080,100,10
10,ea1pλSASD,20201204150843_128,410,16070909231025490,100,10
10,ea1pλSASD,20201204150843_131,187,16070909231190218,100,10
10,ea1pλSASD,20201204150843_132,418,16070909230970440,100,10
10,ea1pλSASD,20201204150843_136,244,16070909231188580,100,10
10,ea1pλSASD,20201204150843_137,112,16070909231291968,100,10
10,ea1pλSASD,20201204150843_142,117,16070909231317510,100,10
10,ea1pλSASD,20201204150843_154,242,16070909231373020,100,10
10,ea1pλSASD,20201204150843_155,199,16070909231380870,100,10
10,ea1pλSASD,20201204150843_158,383,16070909231331380,100,10
10,ea1pλSASD,20201204150843_168,361,16070909231431242,100,10
10,ea1pλSASD,20201204150843_174,262,16070909231559960,100,10
10,ea1pλSASD,20201204150843_18,330,16070909231550610,100,10
10,ea1pλSASD,20201204150843_181,161,16070909231688630,100,10
10,ea1pλSASD,20201204150843_182,375,16070909231593298,100,10
10,ea1pλSASD,20201204150843_189,221,16070909231754610,100,10
10,ea1pλSASD,20201204150843_198,211,16070909231827500,100,10
10,ea1pλSASD,20201204150843_201,241,16070909231808490,100,10
10,ea1pλSASD,20201204150843_206,260,16070909231896790,100,10
10,ea1pλSASD,20201204150843_211,423,16070909231816010,100,10
10,ea1pλSASD,20201204150843_216,217,16070909231986720,100,10
10,ea1pλSASD,20201204150843_218,145,16070909232067000,100,10
10,ea1pλSASD,20201204150843_219,254,16070909232019350,100,10
10,ea1pλSASD,20201204150843_23,294,16070909232117360,100,10
10,ea1pλSASD,20201204150843_239,309,16070909232188010,100,10
10,ea1pλSASD,20201204150843_24,337,16070909232167612,100,10
10,ea1pλSASD,20201204150843_245,399,16070909232199730,100,10
10,ea1pλSASD,20201204150843_253,281,16070909232312952,100,10
10,ea1pλSASD,20201204150843_255,200,16070909232396790,100,10
10,ea1pλSASD,20201204150843_267,172,16070909232463340,100,10
10,ea1pλSASD,20201204150843_277,407,16070909232407228,100,10
10,ea1pλSASD,20201204150843_278,224,16070909232555348,100,10
10,ea1pλSASD,20201204150843_291,407,16070909232540490,100,10
10,ea1pλSASD,20201204150843_293,165,16070909232676530,100,10
10,ea1pλSASD,20201204150843_309,238,16070909232790580,100,10
10,ea1pλSASD,20201204150843_319,320,16070909232776690,100,10
10,ea1pλSASD,20201204150843_32,359,16070909232920780,100,10
10,ea1pλSASD,20201204150843_325,133,16070909233104480,100,10
10,ea1pλSASD,20201204150843_338,157,16070909233212630,100,10
10,ea1pλSASD,20201204150843_338,471,16070909232945458,100,10
10,ea1pλSASD,20201204150843_363,320,16070909233262570,100,10
10,ea1pλSASD,20201204150843_414,172,16070909233597260,100,10
10,ea1pλSASD,20201204150843_417,206,16070909234038640,100,10
10,ea1pλSASD,20201204150843_421,257,16070909233577370,100,10
10,ea1pλSASD,20201204150843_423,316,16070909233595468,100,10
10,ea1pλSASD,20201204150843_43,235,16070909234150090,100,10
10,ea1pλSASD,20201204150843_431,190,16070909234181860,100,10
10,ea1pλSASD,20201204150843_44,277,16070909234244880,100,10
10,ea1pλSASD,20201204150843_447,221,16070909234309780,100,10
10,ea1pλSASD,20201204150843_447,200,16070909234314270,100,10
10,ea1pλSASD,20201204150843_463,162,16070909234482492,100,10
10,ea1pλSASD,20201204150843_465,198,16070909234483768,100,10
10,ea1pλSASD,20201204150843_466,215,16070909234479920,100,10
10,ea1pλSASD,20201204150843_471,418,16070909234410440,100,10
10,ea1pλSASD,20201204150843_478,186,16070909234657450,100,10
10,ea1pλSASD,20201204150843_486,232,16070909234674150,100,10
10,ea1pλSASD,20201204150843_49,411,16070909234642590,100,10
10,ea1pλSASD,20201204150843_492,188,16070909234787660,100,10
10,ea1pλSASD,20201204150843_499,160,16070909234869310,100,10
10,ea1pλSASD,20201204150843_502,161,16070909234915480,100,10
10,ea1pλSASD,20201204150843_504,156,16070909234931500,100,10
10,ea1pλSASD,20201204150843_507,273,16070909234869340,100,10
10,ea1pλSASD,20201204150843_513,116,16070909235043190,100,10
10,ea1pλSASD,20201204150843_518,238,16070909235030470,100,10
10,ea1pλSASD,20201204150843_528,345,16070909235001882,100,10
10,ea1pλSASD,20201204150843_529,194,16070909235140470,100,10
10,ea1pλSASD,20201204150843_53,149,16070909235189310,100,10
10,ea1pλSASD,20201204150843_536,398,16070909235075910,100,10
10,ea1pλSASD,20201204150843_542,169,16070909235299070,100,10
10,ea1pλSASD,20201204150843_546,218,16070909235307520,100,10
10,ea1pλSASD,20201204150843_551,320,16070909235284900,100,10
10,ea1pλSASD,20201204150843_552,266,16070909235371500,100,10
10,ea1pλSASD,20201204150843_557,240,16070909235434300,100,10
10,ea1pλSASD,20201204150843_573,239,16070909235515030,100,10
10,ea1pλSASD,20201204150843_574,296,16070909235529150,100,10
10,ea1pλSASD,20201204150843_578,459,16070909235472550,100,10
10,ea1pλSASD,20201204150843_584,97,16070909235746060,100,10
10,ea1pλSASD,20201204150843_586,346,16070909235580980,100,10
10,ea1pλSASD,20201204150843_592,236,16070909235743880,100,10
10,ea1pλSASD,20201204150843_605,236,16070909235874130,100,10
10,ea1pλSASD,20201204150843_611,442,16070909235793460,100,10
10,ea1pλSASD,20201204150843_615,392,16070909235925340,100,10
10,ea1pλSASD,20201204150843_616,422,16070909235846320,100,10
10,ea1pλSASD,20201204150843_624,185,16070909236061910,100,10
10,ea1pλSASD,20201204150843_633,160,16070909236167310,100,10
10,ea1pλSASD,20201204150843_634,291,16070909236161120,100,10
10,ea1pλSASD,20201204150843_634,248,16070909236116080,100,10
10,ea1pλSASD,20201204150843_649,330,16070909236251940,100,10
10,ea1pλSASD,20201204150843_65,191,16070909236346620,100,10
10,ea1pλSASD,20201204150843_662,351,16070909236338330,100,10
10,ea1pλSASD,20201204150843_664,182,16070909236508820,100,10
10,ea1pλSASD,20201204150843_668,415,16070909236350340,100,10
10,ea1pλSASD,20201204150843_679,166,16070909236647280,100,10
10,ea1pλSASD,20201204150843_68,302,16070909236497130,100,10
10,ea1pλSASD,20201204150843_682,260,16070909236633912,100,10
10,ea1pλSASD,20201204150843_695,134,16070909236824090,100,10
10,ea1pλSASD,20201204150843_702,269,16070909236803870,100,10
10,ea1pλSASD,20201204150843_702,230,16070909236805200,100,10
10,ea1pλSASD,20201204150843_703,404,16070909236689898,100,10
10,ea1pλSASD,20201204150843_751,215,16070909236964390,100,10
10,ea1pλSASD,20201204150843_757,255,16070909237028980,100,10
10,ea1pλSASD,20201204150843_769,289,16070909237522590,100,10
10,ea1pλSASD,20201204150843_771,220,16070909237524000,100,10
10,ea1pλSASD,20201204150843_783,427,16070909237524012,100,10
10,ea1pλSASD,20201204150843_785,407,16070909237583840,100,10
10,ea1pλSASD,20201204150843_796,316,16070909237721290,100,10
10,ea1pλSASD,20201204150843_801,422,16070909237696540,100,10
10,ea1pλSASD,20201204150843_803,230,16070909237859500,100,10
10,ea1pλSASD,20201204150843_804,295,16070909237840600,100,10
10,ea1pλSASD,20201204150843_814,151,16070909238019670,100,10
10,ea1pλSASD,20201204150843_817,203,16070909238034680,100,10
10,ea1pλSASD,20201204150843_823,446,16070909237966248,100,10
10,ea1pλSASD,20201204150843_828,163,16070909238149632,100,10
10,ea1pλSASD,20201204150843_832,321,16070909238047630,100,10
